year,month,ym,articles_allAK,EPU_BBDAK,EPU_NationalAK,EPU_StateAK,EPU_CompositeAK,articles_allAL,EPU_BBDAL,EPU_NationalAL,EPU_StateAL,EPU_CompositeAL,articles_allAR,EPU_BBDAR,EPU_NationalAR,EPU_StateAR,EPU_CompositeAR,articles_allAZ,EPU_BBDAZ,EPU_NationalAZ,EPU_StateAZ,EPU_CompositeAZ,articles_allCA,EPU_BBDCA,EPU_NationalCA,EPU_StateCA,EPU_CompositeCA,articles_allCO,EPU_BBDCO,EPU_NationalCO,EPU_StateCO,EPU_CompositeCO,articles_allCT,EPU_BBDCT,EPU_NationalCT,EPU_StateCT,EPU_CompositeCT,articles_allDC,EPU_BBDDC,EPU_NationalDC,EPU_StateDC,EPU_CompositeDC,articles_allDE,EPU_BBDDE,EPU_NationalDE,EPU_StateDE,EPU_CompositeDE,articles_allFL,EPU_BBDFL,EPU_NationalFL,EPU_StateFL,EPU_CompositeFL,articles_allGA,EPU_BBDGA,EPU_NationalGA,EPU_StateGA,EPU_CompositeGA,articles_allHI,EPU_BBDHI,EPU_NationalHI,EPU_StateHI,EPU_CompositeHI,articles_allIA,EPU_BBDIA,EPU_NationalIA,EPU_StateIA,EPU_CompositeIA,articles_allID,EPU_BBDID,EPU_NationalID,EPU_StateID,EPU_CompositeID,articles_allIL,EPU_BBDIL,EPU_NationalIL,EPU_StateIL,EPU_CompositeIL,articles_allIN,EPU_BBDIN,EPU_NationalIN,EPU_StateIN,EPU_CompositeIN,articles_allKS,EPU_BBDKS,EPU_NationalKS,EPU_StateKS,EPU_CompositeKS,articles_allKY,EPU_BBDKY,EPU_NationalKY,EPU_StateKY,EPU_CompositeKY,articles_allLA,EPU_BBDLA,EPU_NationalLA,EPU_StateLA,EPU_CompositeLA,articles_allMA,EPU_BBDMA,EPU_NationalMA,EPU_StateMA,EPU_CompositeMA,articles_allMD,EPU_BBDMD,EPU_NationalMD,EPU_StateMD,EPU_CompositeMD,articles_allME,EPU_BBDME,EPU_NationalME,EPU_StateME,EPU_CompositeME,articles_allMI,EPU_BBDMI,EPU_NationalMI,EPU_StateMI,EPU_CompositeMI,articles_allMN,EPU_BBDMN,EPU_NationalMN,EPU_StateMN,EPU_CompositeMN,articles_allMO,EPU_BBDMO,EPU_NationalMO,EPU_StateMO,EPU_CompositeMO,articles_allMS,EPU_BBDMS,EPU_NationalMS,EPU_StateMS,EPU_CompositeMS,articles_allMT,EPU_BBDMT,EPU_NationalMT,EPU_StateMT,EPU_CompositeMT,articles_allNC,EPU_BBDNC,EPU_NationalNC,EPU_StateNC,EPU_CompositeNC,articles_allND,EPU_BBDND,EPU_NationalND,EPU_StateND,EPU_CompositeND,articles_allNE,EPU_BBDNE,EPU_NationalNE,EPU_StateNE,EPU_CompositeNE,articles_allNH,EPU_BBDNH,EPU_NationalNH,EPU_StateNH,EPU_CompositeNH,articles_allNJ,EPU_BBDNJ,EPU_NationalNJ,EPU_StateNJ,EPU_CompositeNJ,articles_allNM,EPU_BBDNM,EPU_NationalNM,EPU_StateNM,EPU_CompositeNM,articles_allNV,EPU_BBDNV,EPU_NationalNV,EPU_StateNV,EPU_CompositeNV,articles_allNY,EPU_BBDNY,EPU_NationalNY,EPU_StateNY,EPU_CompositeNY,articles_allOH,EPU_BBDOH,EPU_NationalOH,EPU_StateOH,EPU_CompositeOH,articles_allOK,EPU_BBDOK,EPU_NationalOK,EPU_StateOK,EPU_CompositeOK,articles_allOR,EPU_BBDOR,EPU_NationalOR,EPU_StateOR,EPU_CompositeOR,articles_allPA,EPU_BBDPA,EPU_NationalPA,EPU_StatePA,EPU_CompositePA,articles_allRI,EPU_BBDRI,EPU_NationalRI,EPU_StateRI,EPU_CompositeRI,articles_allSC,EPU_BBDSC,EPU_NationalSC,EPU_StateSC,EPU_CompositeSC,articles_allSD,EPU_BBDSD,EPU_NationalSD,EPU_StateSD,EPU_CompositeSD,articles_allTN,EPU_BBDTN,EPU_NationalTN,EPU_StateTN,EPU_CompositeTN,articles_allTX,EPU_BBDTX,EPU_NationalTX,EPU_StateTX,EPU_CompositeTX,articles_allUT,EPU_BBDUT,EPU_NationalUT,EPU_StateUT,EPU_CompositeUT,articles_allVA,EPU_BBDVA,EPU_NationalVA,EPU_StateVA,EPU_CompositeVA,articles_allVT,EPU_BBDVT,EPU_NationalVT,EPU_StateVT,EPU_CompositeVT,articles_allWA,EPU_BBDWA,EPU_NationalWA,EPU_StateWA,EPU_CompositeWA,articles_allWI,EPU_BBDWI,EPU_NationalWI,EPU_StateWI,EPU_CompositeWI,articles_allWV,EPU_BBDWV,EPU_NationalWV,EPU_StateWV,EPU_CompositeWV,articles_allWY,EPU_BBDWY,EPU_NationalWY,EPU_StateWY,EPU_CompositeWY,mean_frac_EPU_BBD,mean_frac_EPU_National,mean_frac_EPU_State,mean_frac_EPU_Composite
1996,1,1996,,,,,,9495,88.472633,44.236317,88.472633,117.96352,,,,,,,,,,,34012,206.37082,160.1153,78.278587,217.04517,9012,146.66109,134.43933,61.108791,146.66109,8173,74.15181,88.98217,44.491085,103.81253,3522,47.600716,58.17865,0,58.17865,,,,,,49658,124.39747,119.32001,60.929367,144.70726,9699,128.48976,128.48976,32.12244,160.61221,,,,,,5822,164.95082,123.71313,82.47541,185.56967,,,,,,21873,110.42521,96.622063,75.917336,158.73624,9859,213.61513,213.61513,142.41008,284.82016,3035,84.423843,84.423843,0,84.423843,3039,90.122589,45.061295,0,45.061295,7349,230.9451,205.28453,51.321133,230.9451,14090,99.141968,99.141968,110.15775,165.23662,3897,324.66098,129.8644,454.52533,519.45758,4421,74.115616,37.057808,111.17342,111.17342,,,,,,5280,165.05214,99.031273,132.0417,181.55736,10532,120.74708,134.16342,67.081711,174.41246,,,,,,,,,,,12444,123.4926,89.812798,33.679798,101.03941,3336,119.16916,119.16916,23.833832,143.00299,2972,393.33594,178.78906,250.30467,357.57813,,,,,,23241,250.40695,209.80042,108.28409,257.17471,3201,162.15752,32.431503,162.15752,162.15752,,,,,,22992,88.349213,72.285721,48.190479,104.41271,17430,103.40086,95.446945,39.769558,127.2626,8628,19.688566,0,19.688566,19.688566,3034,0,31.418104,31.418104,62.836208,24490,111.20792,105.35487,46.82439,140.47318,5109,183.85051,157.58614,262.64355,288.90793,3334,254.07274,254.07274,95.277283,317.59094,,,,,,9608,209.12355,181.24042,83.649429,250.94827,24316,224.43411,204.03101,76.511627,260.13956,8908,34.093533,27.274826,13.637413,40.912239,10440,177.36909,166.93562,125.20171,239.96996,,,,,,12233,106.00007,106.00007,57.076962,146.76932,13802,85.472359,85.472359,42.736179,119.6613,2259,39.275402,0,0,0,,,,,,.0011968635,.00096247823,.00069422938,.0014381623
1996,2,1996.0834,,,,,,9233,75.819321,60.655457,45.491592,90.983185,,,,,,,,,,,34444,161.62059,137.02615,94.864258,200.269,8432,65.312195,39.187317,65.312195,91.437065,8152,29.737131,89.211388,59.474262,89.211388,3711,45.176426,45.176426,20.078411,60.235233,,,,,,51139,81.351654,73.956047,39.443222,101.07326,9642,145.40552,113.09318,80.780838,193.87402,,,,,,7210,33.299019,16.649509,49.948528,49.948528,,,,,,21979,54.946323,41.209743,48.078037,89.287773,9820,89.359795,89.359795,53.615871,125.10371,2348,54.562683,54.562683,0,54.562683,2821,97.087036,48.543518,0,48.543518,7413,127.19513,76.317078,50.878048,127.19513,10997,70.570274,28.228109,28.228109,56.456219,4172,303.26071,212.28252,212.28252,363.91287,4283,114.75548,114.75548,38.251823,114.75548,,,,,,5274,82.619949,82.619949,66.095963,148.71591,10605,186.53587,173.21188,66.619949,199.85986,,,,,,,,,,,12533,156.05627,133.76253,111.46877,189.4969,3439,69.359985,46.239986,46.239986,46.239986,3052,139.28207,69.641037,139.28207,174.10258,,,,,,18753,209.68565,201.29822,109.03654,260.01022,3161,32.841896,32.841896,98.525696,98.525696,,,,,,22594,98.078743,98.078743,89.90551,147.1181,16958,98.103561,65.402374,40.876488,106.27886,8251,102.94083,102.94083,61.7645,123.529,2850,100.3395,100.3395,33.446503,100.3395,24569,163.3584,169.19263,116.68457,227.53491,4918,54.568768,27.284384,136.42192,136.42192,3575,236.94505,236.94505,29.618132,236.94505,,,,,,9640,111.16234,83.37175,41.685875,97.267044,21941,192.19885,169.58723,67.834892,214.81049,8684,20.983776,20.983776,20.983776,41.967552,10646,71.621117,30.694765,61.38953,92.084297,,,,,,12334,113.21915,80.870819,40.43541,121.30622,13582,78.171143,60.799782,60.799782,112.91387,2069,42.882133,0,42.882133,42.882133,,,,,,.00090525142,.00075546268,.00054266152,.0011108703
1996,3,1996.1666,,,,,,9958,70.299232,70.299232,42.179539,70.299232,,,,,,,,,,,37153,120.52032,104.2338,94.461876,172.63722,8872,74.487701,74.487701,24.829235,74.487701,8454,43.01226,14.33742,28.674839,43.01226,3964,46.992298,51.691525,9.3984585,51.691525,,,,,,57424,85.620117,74.643181,52.689304,109.76938,10423,74.727898,104.61906,29.891157,119.56463,,,,,,9136,52.558212,78.837318,39.418659,78.837318,,,,,,22272,54.223476,67.77935,20.333805,88.113152,9836,71.371536,89.214424,89.214424,142.74307,2708,141.92746,94.618301,47.309151,141.92746,3255,42.071049,42.071049,0,42.071049,8434,178.8755,156.51605,44.718876,156.51605,11955,64.915207,64.915207,38.949123,90.881294,4293,412.59848,265.24188,412.59848,559.95508,4445,147.43088,92.144302,92.144302,147.43088,,,,,,5759,151.32405,121.05924,75.662025,166.45647,11322,212.16356,149.7625,37.440624,162.24271,,,,,,,,,,,13738,50.84576,50.84576,10.169151,61.014912,3444,92.345718,46.172859,69.259293,115.43214,3118,102.25037,34.083458,136.33383,136.33383,,,,,,20778,181.67993,158.96996,90.839966,219.52992,3326,31.212639,62.425278,31.212639,62.425278,,,,,,23887,69.577309,61.8465,23.192436,77.308128,18117,68.870689,68.870689,53.56609,99.479874,9111,149.15857,37.289642,74.579285,93.224106,2851,66.869545,33.434772,100.30431,100.30431,26657,145.18556,102.16761,75.281395,161.31728,5060,79.556084,53.037392,132.59349,185.63087,4064,78.16301,78.16301,26.054335,78.16301,,,,,,14650,100.57725,64.0037,27.430161,91.433861,25242,142.49596,152.32327,39.309231,181.80519,9643,37.793861,56.690792,12.597954,56.690792,11486,37.933308,47.416634,37.933308,66.383286,,,,,,13252,82.795555,45.161213,30.107475,67.741821,13979,84.390121,67.512093,25.317036,92.829132,2000,44.361572,0,44.361572,44.361572,,,,,,.00086894562,.00070270716,.00051263568,.0010365155
1996,4,1996.25,,,,,,9286,45.231949,60.309265,45.231949,75.386574,,,,,,,,,,,33887,71.424843,64.282364,67.853607,110.70852,8504,90.66291,77.71106,12.951844,90.66291,8679,27.931454,41.897182,55.862907,69.828636,3793,39.288681,29.466511,4.9110851,34.377594,,,,,,57125,83.861382,68.413231,41.930691,94.895782,9713,112.26649,192.45683,16.038069,192.45683,,,,,,9634,37.381035,74.76207,24.920689,74.76207,,,,,,22017,75.420799,68.564369,20.569309,89.133675,8747,80.257286,60.192963,20.064322,80.257286,2558,150.25002,150.25002,50.08334,200.33336,2638,51.911018,51.911018,0,51.911018,7704,48.956257,73.43438,48.956257,122.39064,11470,148.85222,81.192116,40.596058,108.25616,4101,215.95773,154.25552,92.553314,215.95773,4053,40.422539,40.422539,20.211269,40.422539,,,,,,5263,99.351158,49.675579,115.90969,149.02673,11142,114.13645,88.772789,63.409138,126.81828,,,,,,,,,,,12146,57.510216,57.510216,11.502042,57.510216,3009,26.423948,26.423948,79.271851,79.271851,2867,111.20218,37.067394,111.20218,111.20218,,,,,,21724,57.922813,50.682465,65.16317,94.124573,3275,31.698698,63.397396,31.698698,63.397396,,,,,,23148,87.753807,95.731422,39.888092,119.66428,16817,57.70689,74.19458,16.487682,82.438416,8601,98.751869,98.751869,79.001495,98.751869,2749,34.675346,34.675346,34.675346,34.675346,25197,68.265823,73.954636,17.066456,91.021095,4981,26.939289,53.878578,26.939289,53.878578,4374,72.623337,72.623337,24.207777,72.623337,,,,,,13477,19.878403,39.756805,29.817602,39.756805,25887,86.24205,86.24205,47.912251,110.19818,8741,13.897961,13.897961,13.897961,13.897961,10653,51.124329,51.124329,20.449732,71.574059,,,,,,12337,88.936264,105.10649,48.510689,145.53207,12006,49.129162,39.303329,49.129162,78.606659,1943,91.325928,91.325928,45.662964,91.325928,,,,,,.00062679907,.00059196382,.00035916848,.00079065142
1996,5,1996.3334,,,,,,9945,98.547585,98.547585,42.23468,154.86049,,,,,,,,,,,36522,112.66183,96.093918,36.449417,119.289,8793,62.630775,100.20924,75.156929,137.7877,9390,51.633034,38.724773,12.908258,51.633034,3874,24.042006,24.042006,4.8084011,24.042006,,,,,,58417,77.690491,62.584015,38.845245,86.322769,10151,122.76842,92.076309,30.692104,122.76842,,,,,,8016,74.877098,74.877098,29.950838,74.877098,,,,,,23197,32.538292,39.045952,39.045952,65.076584,8598,61.236084,40.824059,40.824059,81.648117,2356,217.50966,217.50966,54.377415,271.88705,1928,71.027634,71.027634,0,71.027634,8253,137.09888,114.24905,45.699623,114.24905,11882,78.376831,52.251225,39.188416,78.376831,4177,90.869316,90.869316,60.579544,151.44885,4434,110.84747,55.423733,92.372894,110.84747,,,,,,5487,111.17782,95.295265,47.647633,111.17782,11267,175.57582,137.95244,75.246788,188.11696,,,,,,,,,,,13769,142.04759,81.170052,60.877541,121.75508,3304,72.194008,72.194008,24.064669,96.258675,3157,33.662407,33.662407,67.324814,67.324814,,,,,,21571,116.66731,72.917068,80.208778,131.25072,3413,30.417006,60.834011,60.834011,60.834011,,,,,,24154,68.808197,76.45356,45.872131,107.03497,17999,92.429588,77.024658,53.917263,115.53699,8674,117.50493,117.50493,78.336624,117.50493,2884,132.20879,99.156586,132.20879,198.31317,28243,86.279778,71.053932,40.602245,96.430336,5219,51.421574,25.710787,25.710787,51.421574,5113,82.83577,62.126827,41.417885,103.54472,,,,,,13939,76.878181,86.487946,9.6097727,86.487946,28008,119.56663,92.996269,48.71233,123.99502,9656,37.742981,37.742981,18.87149,50.323975,11204,68.054131,68.054131,58.332111,106.9422,,,,,,13469,74.05603,44.433617,44.433617,81.461632,13856,34.055698,17.027849,8.5139246,25.541775,2177,81.509544,40.754772,40.754772,81.509544,,,,,,.00074179564,.00063150388,.00039480467,.00088443357
1996,6,1996.4166,,,,,,8868,63.151985,63.151985,63.151985,126.30397,,,,,,,,,,,33037,117.22002,106.23065,69.599396,150.18816,8225,66.955917,53.564732,40.17355,80.347099,8735,83.257164,83.257164,27.752386,111.00954,3714,45.139935,35.108837,10.031096,45.139935,,,,,,55320,61.529903,75.203217,20.509968,88.876526,10033,139.73886,108.68578,77.632698,170.79193,,,,,,7393,81.186913,64.949532,48.712147,81.186913,,,,,,20556,36.718758,51.406261,7.3437519,51.406261,7642,114.82767,137.79321,68.896606,183.72429,2569,49.868893,49.868893,49.868893,49.868893,2645,51.773636,51.773636,103.54727,103.54727,7507,125.60243,100.48195,125.60243,150.72293,11300,82.413582,54.94239,13.735598,54.94239,3716,136.18985,170.23732,136.18985,238.33226,4211,58.358788,58.358788,58.358788,77.811714,,,,,,5424,80.335106,64.268089,16.067022,64.268089,10437,121.84615,162.46153,94.769226,203.07693,,,,,,,,,,,12482,123.11665,100.7318,78.346954,145.50148,2349,67.696609,101.54491,33.848305,101.54491,4270,49.776215,49.776215,24.888107,74.664322,,,,,,20947,135.16061,120.14276,52.562458,150.17845,3097,33.52058,33.52058,67.041161,67.041161,,,,,,22926,104.71329,80.548683,56.384083,120.82303,18044,61.466057,99.882332,15.366514,107.5656,8065,21.062984,42.125969,21.062984,63.18895,2774,34.362843,34.362843,137.45137,137.45137,25354,84.803871,45.228729,50.882324,90.457458,5013,133.83662,107.06931,160.60394,187.37128,4641,45.630177,45.630177,45.630177,45.630177,,,,,,8427,95.372452,95.372452,31.790817,127.16327,26466,149.96503,126.53299,56.236885,154.65144,11571,36.745937,47.244774,5.2494197,47.244774,10142,32.220119,42.960163,32.220119,75.180283,,,,,,12506,63.806854,31.903427,63.806854,79.758568,13209,62.516663,53.585709,44.654762,71.447617,1889,93.936623,46.968311,46.968311,93.936623,,,,,,.00069141627,.00064912852,.00045936345,.00091449363
1996,7,1996.5,,,,,,8926,62.741631,31.370815,62.741631,62.741631,,,,,,,,,,,34295,95.276421,91.747658,49.402588,127.03522,8230,80.298286,107.06438,26.766094,107.06438,8609,42.23785,14.079284,14.079284,28.158567,3577,36.453514,46.868805,15.622935,46.868805,,,,,,56155,67.349983,78.574982,20.204994,87.554977,12805,121.65386,121.65386,48.661549,145.98463,,,,,,8518,70.464287,70.464287,56.371429,126.83572,,,,,,19395,54.483482,85.616898,38.916775,101.18361,7588,69.386909,69.386909,69.386909,69.386909,2759,46.434647,46.434647,46.434647,46.434647,2778,147.88474,98.589821,98.589821,98.589821,7024,107.39152,107.39152,26.847879,134.2394,11282,82.545074,55.030048,13.757512,55.030048,3768,100.73279,134.31038,33.577595,167.88797,3891,105.26379,42.105518,126.31654,126.31654,,,,,,5216,100.24639,83.538658,16.707731,100.24639,10841,78.203629,78.203629,91.237564,91.237564,,,,,,,,,,,12413,112.54637,112.54637,56.273186,157.56491,3054,52.069199,52.069199,26.034599,52.069199,4129,102.95201,25.738003,51.476006,51.476006,,,,,,20431,92.382797,84.684227,46.191399,115.47849,3016,103.26251,68.841667,68.841667,137.68333,,,,,,22713,56.912846,48.782436,32.521626,73.17366,17817,93.373756,85.592606,15.562293,93.373756,8364,60.930042,101.55007,40.620029,101.55007,2712,105.44527,105.44527,70.296852,105.44527,23790,66.277962,90.379044,42.176884,120.50539,5101,52.611099,26.30555,52.611099,78.916641,4382,96.654327,72.490746,48.327164,96.654327,,,,,,13002,61.813847,72.116158,61.813847,123.62769,27527,144.18477,171.21942,90.115486,243.31181,8716,27.875647,34.844559,20.906736,34.844559,9829,44.328209,33.246159,44.328209,77.574364,,,,,,12692,62.871769,70.730743,7.8589711,70.730743,12275,57.663029,38.442017,28.831514,67.273529,2097,42.309555,42.309555,42.309555,42.309555,,,,,,.00069102505,.00064715504,.00040341043,.00084204291
1996,8,1996.5834,,,,,,9051,30.937567,30.937567,61.875134,61.875134,,,,,,,,,,,35703,105.07743,67.791893,84.739861,125.41499,8557,51.486496,51.486496,25.743248,77.229744,8783,69.001793,69.001793,13.800359,69.001793,3932,33.162315,28.424841,4.7374735,28.424841,,,,,,57206,114.5952,99.168922,50.686337,132.22523,12919,132.6384,108.52232,48.232143,132.6384,,,,,,8475,28.328724,14.164362,56.657448,56.657448,,,,,,19701,68.962158,61.299694,22.987387,68.962158,8120,237.74986,194.5226,194.5226,302.59073,2941,130.68329,43.561096,87.122192,130.68329,2531,108.21119,162.31679,108.21119,216.42238,8016,141.15233,70.576164,47.050774,94.101547,11245,69.013901,41.40834,55.211121,82.816681,3842,98.792587,65.861732,32.930866,65.861732,3844,85.240669,21.310167,85.240669,106.55083,,,,,,5219,50.094383,66.792511,16.698128,83.490631,10885,129.81252,103.85001,38.943756,129.81252,,,,,,,,,,,12915,129.80609,129.80609,10.817174,129.80609,2910,27.322908,27.322908,27.322908,27.322908,4444,71.740921,23.913641,47.827282,47.827282,,,,,,20640,91.447327,76.206108,30.482443,91.447327,3384,92.033012,61.355343,61.355343,122.71069,,,,,,22749,81.1754,81.1754,16.235079,89.292938,18461,127.66501,97.626183,60.077648,127.66501,8777,96.77166,96.77166,58.062992,96.77166,2760,103.61144,69.074303,138.14861,172.68575,26716,37.557571,32.192207,21.46147,48.288307,5037,26.639786,26.639786,106.55914,133.19893,4616,22.938652,22.938652,45.877304,68.815956,,,,,,12649,63.53891,52.949093,21.179636,74.128731,29027,162.37149,170.91736,64.094009,200.8279,8868,47.946236,41.096775,13.698925,47.946236,10522,10.352166,20.704332,20.704332,31.056498,,,,,,12452,40.052227,40.052227,40.052227,72.094009,13729,8.5926828,8.5926828,25.778048,25.778048,2270,78.170166,78.170166,39.085083,78.170166,,,,,,.00068015908,.00055552908,.00041968576,.00082377723
1996,9,1996.6666,,,,,,8822,47.610954,47.610954,47.610954,79.351593,,,,,,,,,,,34559,126.06478,115.55939,70.035995,164.58458,8762,113.13425,87.993309,37.711418,100.56378,9247,52.431511,26.215755,13.107878,39.323631,3701,40.265327,45.298489,10.066332,50.331654,,,,,,58120,84.594795,78.087502,34.705555,97.609383,7688,20.262459,81.049835,40.524918,81.049835,,,,,,8243,116.50414,87.378113,43.689056,116.50414,,,,,,22487,40.278782,33.565651,6.7131305,33.565651,8746,100.33308,80.266464,40.133232,120.3997,2766,138.9514,92.634262,92.634262,92.634262,2685,51.002335,153.00699,51.002335,204.00934,7927,23.789516,23.789516,23.789516,23.789516,11032,42.207829,56.277103,14.069276,56.277103,4002,94.842865,63.228577,31.614288,63.228577,4073,120.67216,40.224052,100.56013,140.78418,,,,,,5144,169.41588,135.5327,50.824764,152.47429,10537,134.09976,134.09976,26.819952,160.91972,,,,,,,,,,,13022,42.913166,64.369751,32.184875,96.554626,2811,84.85556,56.570377,28.285189,84.85556,4440,71.805557,71.805557,47.870369,95.740738,,,,,,19960,133.96393,149.72438,31.520922,165.48483,3062,101.71121,33.903736,67.807472,67.807472,,,,,,22724,89.391174,89.391174,48.758823,130.02353,17879,77.541634,77.541634,38.770817,100.80412,7959,21.343506,64.030518,21.343506,64.030518,2712,35.148426,35.148426,35.148426,35.148426,28124,81.548088,76.45134,30.580534,91.7416,5000,161.02153,161.02153,134.1846,214.69536,4364,48.526497,72.789749,24.263248,97.052994,,,,,,11262,47.576138,59.470169,35.682102,83.25824,27042,151.35733,128.42439,59.62561,160.5305,8817,62.00174,62.00174,20.667246,68.890823,10132,53.753204,64.503845,21.501282,64.503845,,,,,,12770,31.243872,31.243872,23.432905,46.86581,13183,62.639961,80.537094,17.897133,89.485657,1958,45.313145,45.313145,45.313145,45.313145,,,,,,.00072095421,.00067698938,.00035669853,.00086290279
1996,10,1996.75,,,,,,10012,27.968029,27.968029,13.984015,41.952045,,,,,,,,,,,37375,90.662827,100.37671,67.997124,139.23221,8345,105.58896,79.191719,65.993103,118.78758,9764,99.31057,111.72439,37.241463,111.72439,4012,55.716091,60.359097,9.2860146,60.359097,,,,,,59640,78.211166,57.073013,46.503933,86.66642,8015,97.178894,97.178894,19.43578,97.178894,,,,,,8832,81.550926,95.142746,27.183641,108.73457,,,,,,23173,65.14399,32.571995,39.086391,65.14399,9829,53.56678,35.711185,17.855593,53.56678,2926,43.784409,43.784409,87.568817,87.568817,2960,46.263943,92.527885,46.263943,138.79182,8421,44.78791,44.78791,22.393955,67.181862,12122,51.216717,38.41254,12.804179,51.216717,4384,115.4383,115.4383,115.4383,144.29787,4334,132.30595,56.702549,245.71104,245.71104,,,,,,5495,111.01596,63.437687,15.859422,79.297112,11225,113.2925,62.940277,88.116386,113.2925,,,,,,,,,,,13708,132.4883,122.29689,81.531258,193.63675,2368,67.153435,100.73014,33.576717,100.73014,4783,111.09368,66.656212,66.656212,88.874947,,,,,,21345,88.426926,81.058022,51.582378,103.16476,3504,29.627066,29.627066,59.254131,59.254131,,,,,,24727,67.213707,52.277325,22.404568,67.213707,20945,59.571743,52.95266,52.95266,79.428993,8931,38.041195,76.08239,38.041195,95.102997,2994,191.02711,127.35142,127.35142,191.02711,30064,95.357346,90.58947,23.839336,95.357346,5405,124.13007,74.478043,124.13007,148.95609,5285,60.104908,40.069942,40.069942,80.139885,,,,,,13674,68.572052,58.776047,39.184032,78.368065,28342,118.15759,113.78137,39.385857,144.41483,9490,38.403183,25.602121,12.801061,38.403183,10898,49.974991,69.964989,49.974991,99.949982,,,,,,13229,82.939507,45.239731,60.319641,90.479462,13239,26.732143,26.732143,17.821428,26.732143,2193,40.457424,40.457424,40.457424,40.457424,,,,,,.00073415559,.00063837128,.0004768614,.00090587366
1996,11,1996.8334,,,,,,8633,32.435528,32.435528,16.217764,48.65329,,,,,,,,,,,35115,86.158829,68.927063,86.158829,137.85413,8397,104.93508,104.93508,91.818199,157.40262,8395,43.314548,43.314548,14.438183,43.314548,4116,36.205532,36.205532,13.577075,40.731224,,,,,,59395,76.41124,76.41124,36.083088,91.26899,9102,102.68805,154.03207,34.229351,154.03207,,,,,,8591,69.865532,55.892429,41.919323,69.865532,,,,,,21767,27.740738,41.611107,41.611107,69.351845,8884,98.774544,79.019638,19.75491,79.019638,2830,90.539352,45.269676,90.539352,135.80904,2882,47.516052,95.032104,47.516052,95.032104,7627,49.450504,49.450504,24.725252,49.450504,11706,92.814438,92.814438,79.555237,132.59206,4010,157.75609,126.20486,63.102428,126.20486,4036,142.07481,60.889206,263.85324,263.85324,,,,,,5294,16.461565,16.461565,16.461565,16.461565,11390,124.057,124.057,62.0285,136.46271,,,,,,,,,,,13587,30.846502,20.564335,10.282167,30.846502,3076,77.545181,77.545181,25.848394,77.545181,4358,97.542191,48.771095,97.542191,97.542191,,,,,,21536,51.124897,36.517784,51.124897,65.73201,3362,92.635254,92.635254,61.756832,92.635254,,,,,,22505,98.466606,65.644409,73.84996,123.08327,20553,67.453262,74.198586,60.707935,114.67055,8069,105.26271,126.31525,42.105083,126.31525,2932,32.511097,32.511097,130.04439,130.04439,27590,77.931046,46.758621,36.367817,67.540237,5161,103.99892,103.99892,103.99892,155.99838,5058,62.802387,62.802387,41.868256,83.736511,,,,,,12055,33.334869,44.446491,44.446491,44.446491,28674,108.13842,95.161812,69.208595,138.41719,9261,13.117598,26.235195,13.117598,26.235195,10400,62.841629,73.315231,31.420815,94.262444,,,,,,12874,92.974426,77.478691,46.487213,92.974426,13605,112.72299,121.39399,26.012997,121.39399,2040,43.491737,43.491737,43.491737,86.983475,,,,,,.00065590069,.00060627557,.00049944094,.00086607161
1996,12,1996.9166,,,,,,8262,67.78405,67.78405,50.838036,101.67607,,,,,,,,,,,36885,78.743355,62.338493,65.619461,98.429192,8099,108.79613,95.196617,27.199034,95.196617,7905,76.665741,30.6663,45.999451,76.665741,3678,60.775681,55.71104,5.06464,60.775681,,,,,,56903,75.326607,57.602699,37.663303,81.973076,10272,90.991684,75.826408,30.330563,106.15697,,,,,,8781,68.353806,41.012287,54.683048,68.353806,,,,,,20881,28.917803,36.147255,43.376705,57.835606,7704,159.465,136.68428,159.465,250.58786,2028,126.34437,63.172184,126.34437,126.34437,2750,49.796822,99.593643,49.796822,99.593643,7339,25.69553,25.69553,25.69553,25.69553,11135,13.939134,97.573936,83.634804,139.39134,3928,161.04935,128.83949,64.419746,128.83949,3821,21.43844,42.876881,42.876881,85.753761,,,,,,4996,122.10422,87.2173,52.330376,104.66075,11187,75.784882,88.415703,63.154072,113.67734,,,,,,,,,,,12332,79.299927,79.299927,11.328561,79.299927,2828,112.46063,112.46063,84.345474,140.57579,4098,103.73081,51.865406,77.798111,103.73081,,,,,,20671,136.96527,98.919365,53.264275,129.35609,3236,192.48438,64.161461,160.40366,192.48438,,,,,,22150,66.696495,91.707672,16.674124,91.707672,19411,78.563889,85.706055,49.995197,107.13257,7688,88.383438,88.383438,110.47929,132.57515,2807,33.958862,67.917725,33.958862,67.917725,27634,46.684174,41.497044,20.748522,57.058434,5248,76.706131,25.56871,76.706131,102.27484,4433,47.771179,47.771179,119.42796,143.31354,,,,,,11862,67.754478,67.754478,56.462067,79.04689,25826,115.26101,129.66862,38.420334,148.8788,9386,32.357254,12.942902,25.885803,38.828701,10334,21.080994,10.540497,21.080994,31.621489,,,,,,12689,70.747467,47.164974,47.164974,86.469124,11958,19.730547,29.595821,29.595821,29.595821,2144,41.382061,41.382061,41.382061,82.764122,,,,,,.00070965418,.00061112479,.00047714202,.00088822917
