state,year,month,articles_all,articles_EPU_BBD,articles_EPU_Composite,articles_EPU_National,articles_EPU_State,ym,EPU_BBD,EPU_National,EPU_State,EPU_Composite,US_monthly_EPU,max_new_case,max_new_death,total_new_case,total_new_death,new_case,new_death,tot_cases,tot_death,is_school,is_res,is_bus,is_sip,repub_share_2016,stayathomeorder,mandatoryquarantinefortravelers,nonessentialbusinessclosures,largegatheringsban,schoolclosures,restaurantlimits,facecoveringrequirement,barclosures,unemp,emp,coincident_indic,population,state_code,period,lpop,num_papers,pres_general_election,pres_vote_margin,gov_general_election,gov_general_vote_share,gov_repub_dem_third,gov_primary_election,gov_primary_vote_share
FL,1986,2,24095,19,28,18,13,1986.0834,99.410286,94.178162,68.017563,146.49937,114.87716,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,49.369777726,13033307,FL,23834,16.383018,3,,,,,,,
FL,1986,3,26530,6,13,8,7,1986.1666,28.511408,38.015209,33.263309,61.774715,116.00333,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,49.499213946,13033307,FL,23835,16.383018,3,,,,,,,
FL,1986,4,25402,11,11,9,2,1986.25,54.592052,44.666225,9.925828,54.592052,98.932335,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,49.572930443,13033307,FL,23836,16.383018,3,,,,,,,
FL,1986,5,26099,16,18,14,4,1986.3334,77.285988,67.625244,19.321497,86.946739,127.8065,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,49.710156271,13033307,FL,23837,16.383018,3,,,,,,,
FL,1986,6,24418,20,26,20,10,1986.4166,103.2582,103.2582,51.629101,134.23567,111.07226,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,49.848095269,13033307,FL,23838,16.383018,3,,,,,,,
FL,1986,7,24948,15,13,11,3,1986.5,75.798424,55.58551,15.159685,65.691963,126.29553,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,50.05628656,13033307,FL,23839,16.383018,3,,,,,,,
FL,1986,8,25986,16,18,14,5,1986.5834,77.622063,67.919312,24.256897,87.324821,114.21013,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,,50.202784144,13033307,FL,23840,16.383018,3,,,,,,,
FL,1986,9,24775,23,21,20,3,1986.6666,117.03583,101.77029,15.265543,106.8588,121.53912,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,50.339792383,13033307,FL,23841,16.383018,3,,,,,,,
FL,1986,10,26675,14,15,12,5,1986.75,66.164993,56.712849,23.630354,70.89106,88.644096,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,50.485806476,13033307,FL,23842,16.383018,3,,,,,,,
FL,1986,11,26247,10,14,11,6,1986.8334,48.031368,52.834507,28.818821,67.243919,94.927422,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,50.690062565,13033307,FL,23843,16.383018,3,,,1,.54560888,1,,
FL,1986,12,26800,12,15,11,5,1986.9166,56.44833,51.744305,23.520138,70.56041,84.936172,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,,50.834151197,13033307,FL,23844,16.383018,3,,,,,,,
FL,1987,1,32787,29,33,29,9,1987,111.5067,111.5067,34.605526,126.88694,106.61308,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,,51.051648151,13033307,FL,23845,16.383018,4,,,,,,,
FL,1987,2,31386,14,17,9,10,1987.0834,56.233707,36.150242,40.166935,68.283791,74.303566,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,,51.194687315,13033307,FL,23846,16.383018,4,,,,,,,
FL,1987,3,33255,17,18,16,6,1987.1666,64.446098,60.655148,22.745682,68.237045,95.632782,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,,51.409909315,13033307,FL,23847,16.383018,4,,,,,,,
FL,1987,4,31455,10,12,7,6,1987.25,40.078823,28.055176,24.047295,48.094589,76.781075,,,,,,,,,,,,,.49021941,,,,,,,,,5.5,,51.634622406,13033307,FL,23848,16.383018,4,,,,,,,
FL,1987,5,31319,17,16,14,6,1987.3334,68.429871,56.354008,24.151716,64.404579,84.555199,,,,,,,,,,,,,.49021941,,,,,,,,,5.4,,51.845241707,13033307,FL,23849,16.383018,4,,,,,,,
FL,1987,6,29176,29,26,18,12,1987.4166,125.30745,77.777039,51.85136,112.34461,102.88615,,,,,,,,,,,,,.49021941,,,,,,,,,5.4,,52.061953733,13033307,FL,23850,16.383018,4,,,,,,,
FL,1987,7,30261,14,17,11,6,1987.5,58.324284,45.826225,24.996122,70.822342,78.573883,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,52.225230945,13033307,FL,23851,16.383018,4,,,,,,,
FL,1987,8,30535,11,13,6,8,1987.5834,45.415012,24.771824,33.029099,53.672283,50.963966,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,52.353327316,13033307,FL,23852,16.383018,4,,,,,,,
FL,1987,9,30399,12,13,6,7,1987.6666,49.765297,24.882648,29.029757,53.912407,57.798508,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,52.502770913,13033307,FL,23853,16.383018,4,,,,,,,
FL,1987,10,31290,61,56,50,10,1987.75,245.77002,201.45085,40.290169,225.62495,164.43008,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,52.656359113,13033307,FL,23854,16.383018,4,,,,,,,
FL,1987,11,30622,52,52,48,8,1987.8334,214.07918,197.61156,32.935257,214.07918,176.76842,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,52.792033592,13033307,FL,23855,16.383018,4,,,,,,,
FL,1987,12,31804,40,39,28,16,1987.9166,158.55608,110.98925,63.422432,154.59216,143.85635,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,53.010605502,13033307,FL,23856,16.383018,4,,,,,,,
FL,1988,1,30812,49,50,44,9,1988,200.48453,180.02692,36.823689,204.57603,137.9304,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,53.148023661,13033307,FL,23857,16.383018,4,,,,,,,
FL,1988,2,29830,19,26,20,10,1988.0834,80.29805,84.524261,42.262131,109.88154,98.503242,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,53.301732452,13033307,FL,23858,16.383018,4,,,,,,,
FL,1988,3,31880,22,25,21,12,1988.1666,86.997955,83.043495,47.453426,98.861305,79.504753,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,53.453116213,13033307,FL,23859,16.383018,4,,,,,,,
FL,1988,4,30896,17,21,17,7,1988.25,69.366745,69.366745,28.562777,85.688332,94.471619,,,,,,,,,,,,,.49021941,,,,,,,,,5.1,,53.596469195,13033307,FL,23860,16.383018,4,,,,,,,
FL,1988,5,31178,18,20,11,11,1988.3334,72.782829,44.47839,44.47839,80.869804,95.698303,,,,,,,,,,,,,.49021941,,,,,,,,,5.1,,53.810244165,13033307,FL,23861,16.383018,4,,,,,,,
FL,1988,6,29423,20,19,14,10,1988.4166,85.693459,59.985424,42.846729,81.408791,85.23185,,,,,,,,,,,,,.49021941,,,,,,,,,5.1,,53.964871209,13033307,FL,23862,16.383018,4,,,,,,,
FL,1988,7,29884,19,29,20,12,1988.5,80.152954,84.371529,50.622917,122.33872,78.039513,,,,,,,,,,,,,.49021941,,,,,,,,,5.1,,54.047717846,13033307,FL,23863,16.383018,4,,,,,,,
FL,1988,8,29956,29,29,25,11,1988.5834,122.04467,105.21092,46.292809,122.04467,91.607147,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,54.183955469,13033307,FL,23864,16.383018,4,,,,,,,
FL,1988,9,31441,14,20,17,10,1988.6666,56.135334,68.164337,40.096668,80.193336,82.404037,,,,,,,,,,,,,.49021941,,,,,,,,,5.2,,54.35740779,13033307,FL,23865,16.383018,4,,,,,,,
FL,1988,10,31682,27,33,27,12,1988.75,107.43748,107.43748,47.749992,131.31248,94.854881,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,54.433707569,13033307,FL,23866,16.383018,4,,,,,,,
FL,1988,11,30843,27,32,25,14,1988.8334,110.36003,102.18521,57.223717,130.79707,98.697388,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,54.530456836,13033307,FL,23867,16.383018,4,1,.077229142,,,,,
FL,1988,12,30007,19,23,17,10,1988.9166,79.824402,71.421829,42.01284,96.629532,75.135773,,,,,,,,,,,,,.49021941,,,,,,,,,5.3,,54.653310448,13033307,FL,23868,16.383018,4,,,,,,,
FL,1989,1,35130,34,32,26,13,1989,122.0128,93.303917,46.651958,114.83558,84.402039,,,,,,,,,,,,,.49021941,,,,,,,,,5.4,,54.800527379,13033307,FL,23869,16.383018,6,,,,,,,
FL,1989,2,32389,19,15,12,4,1989.0834,73.953835,46.707687,15.569228,58.384609,49.574257,,,,,,,,,,,,,.49021941,,,,,,,,,5.4,,54.882537917,13033307,FL,23870,16.383018,6,,,,,,,
FL,1989,3,35598,23,28,24,6,1989.1666,81.452957,84.9944,21.2486,99.160133,70.014435,,,,,,,,,,,,,.49021941,,,,,,,,,5.5,,55.027169887,13033307,FL,23871,16.383018,6,,,,,,,
FL,1989,4,34786,23,23,15,12,1989.25,83.354294,54.3615,43.489197,83.354294,89.184105,,,,,,,,,,,,,.49021941,,,,,,,,,5.5,,55.095195488,13033307,FL,23872,16.383018,6,,,,,,,
FL,1989,5,34512,15,16,10,11,1989.3334,54.793087,36.528728,40.181599,58.445961,80.855583,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,,55.241878094,13033307,FL,23873,16.383018,6,,,,,,,
FL,1989,6,33350,18,25,16,9,1989.4166,68.042664,60.482368,34.021332,94.503708,92.47274,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,,55.317972782,13033307,FL,23874,16.383018,6,,,,,,,
FL,1989,7,32985,23,31,21,14,1989.5,87.905487,80.261536,53.50769,118.48131,75.549446,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,,55.460824073,13033307,FL,23875,16.383018,6,,,,,,,
FL,1989,8,34494,16,17,16,2,1989.5834,58.47646,58.47646,7.3095574,62.131237,80.234283,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,,55.540407907,13033307,FL,23876,16.383018,6,,,,,,,
FL,1989,9,34601,16,17,14,5,1989.6666,58.295628,51.008675,18.217382,61.939102,72.111519,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,,55.69342176,13033307,FL,23877,16.383018,6,,,,,,,
FL,1989,10,36033,23,25,21,6,1989.75,80.469635,73.472282,20.992081,87.466995,73.804916,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,,55.827365449,13033307,FL,23878,16.383018,6,,,,,,,
FL,1989,11,34872,35,36,31,14,1989.8334,126.53069,112.07003,50.61227,130.14584,101.41354,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,55.98001685,13033307,FL,23879,16.383018,6,,,,,,,
FL,1989,12,35373,22,26,24,9,1989.9166,78.407104,85.535027,32.075634,92.662941,100.20602,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,,56.13991561,13033307,FL,23880,16.383018,6,,,,,,,
FL,1990,1,34757,30,31,27,10,1990,108.81371,97.932335,36.271236,112.44083,89.127792,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,5344,56.282907243,13033307,FL,23881,16.383018,7,,,,,,,
FL,1990,2,32933,30,33,28,13,1990.0834,114.84038,107.18435,49.764164,126.32441,106.62557,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,5363.2,56.366240215,13033307,FL,23882,16.383018,7,,,,,,,
FL,1990,3,35922,23,30,22,12,1990.1666,80.7183,77.208809,42.113892,105.28473,100.84775,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,5374.5,56.509447145,13033307,FL,23883,16.383018,7,,,,,,,
FL,1990,4,33563,23,27,21,8,1990.25,86.39164,78.879318,30.049265,101.41628,85.388458,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,5370.5,56.644846114,13033307,FL,23884,16.383018,7,,,,,,,
FL,1990,5,33349,31,34,28,11,1990.3334,117.18811,105.84732,41.582874,128.52888,94.018967,,,,,,,,,,,,,.49021941,,,,,,,,,6,5382,56.722704686,13033307,FL,23885,16.383018,7,,,,,,,
FL,1990,6,31445,24,26,18,9,1990.4166,96.219765,72.164825,36.082413,104.23808,97.375114,,,,,,,,,,,,,.49021941,,,,,,,,,6.1,5385.9,56.7911411,13033307,FL,23886,16.383018,7,,,,,,,
FL,1990,7,32689,23,28,20,12,1990.5,88.701477,77.131721,46.27903,107.98441,83.295464,,,,,,,,,,,,,.49021941,,,,,,,,,6.2,5374.5,56.84519506,13033307,FL,23887,16.383018,7,,,,,,,
FL,1990,8,37908,52,64,53,17,1990.5834,172.93269,176.25833,56.53569,212.84024,134.50307,,,,,,,,,,,,,.49021941,,,,,,,,,6.3,5370.4,56.907165321,13033307,FL,23888,16.383018,7,,,,,,,
FL,1990,9,40133,59,74,52,31,1990.6666,185.33397,163.3452,97.378868,232.45277,160.19809,,,,,,,,,,,,,.49021941,,,,,,,,,6.5,5362.5,56.960887464,13033307,FL,23889,16.383018,7,,,,,,,
FL,1990,10,40662,51,65,42,32,1990.75,158.11974,130.21626,99.212387,201.52516,132.91164,,,,,,,,,,,,,.49021941,,,,,,,,,6.6,5357.3,56.950287518,13033307,FL,23890,16.383018,7,,,,,,,
FL,1990,11,41179,53,73,56,25,1990.8334,162.25748,171.44186,76.536545,223.48671,147.17491,,,,,,,,,,,,,.49021941,,,,,,,,,6.8,5344.4,57.001946371,13033307,FL,23891,16.383018,7,,,1,.56507474,2,,
FL,1990,12,40318,49,52,40,21,1990.9166,153.21516,125.0736,65.663635,162.59569,129.42392,,,,,,,,,,,,,.49021941,,,,,,,,,6.9,5336.4,56.979188522,13033307,FL,23892,16.383018,7,,,,,,,
FL,1991,1,42297,88,105,86,30,1991,262.2876,256.32651,89.416229,312.95682,196.95316,,,,,,,,,,,,,.49021941,,,,,,,,,7,5310.8,57.019961666,13369798,FL,23893,16.408508,8,,,,,,,
FL,1991,2,38022,45,50,35,22,1991.0834,149.20459,116.04802,72.944473,165.7829,102.83325,,,,,,,,,,,,,.49021941,,,,,,,,,7.1,5292.3,56.997618522,13369798,FL,23894,16.408508,8,,,,,,,
FL,1991,3,42734,42,57,37,24,1991.1666,123.9026,109.15228,70.801483,168.15352,104.20357,,,,,,,,,,,,,.49021941,,,,,,,,,7.3,5284,57.054851567,13369798,FL,23895,16.408508,8,,,,,,,
FL,1991,4,39702,29,34,23,14,1991.25,92.085289,73.033157,44.454967,107.96207,89.796959,,,,,,,,,,,,,.49021941,,,,,,,,,7.4,5272.1,57.111480644,13369798,FL,23896,16.408508,8,,,,,,,
FL,1991,5,41187,22,28,20,10,1991.3334,67.339081,61.217342,30.608671,85.704277,79.306061,,,,,,,,,,,,,.49021941,,,,,,,,,7.5,5271.2,57.10569766,13369798,FL,23897,16.408508,8,,,,,,,
FL,1991,6,38916,20,27,19,9,1991.4166,64.789772,61.550285,29.155397,87.466194,82.946815,,,,,,,,,,,,,.49021941,,,,,,,,,7.6,5262.1,57.234212398,13369798,FL,23898,16.408508,8,,,,,,,
FL,1991,7,39084,31,38,28,14,1991.5,99.992477,90.315788,45.157894,122.57143,77.859085,,,,,,,,,,,,,.49021941,,,,,,,,,7.7,5268,57.309435791,13369798,FL,23899,16.408508,8,,,,,,,
FL,1991,8,40353,43,52,43,11,1991.5834,134.33751,134.33751,34.36541,162.45465,95.69313,,,,,,,,,,,,,.49021941,,,,,,,,,7.8,5273.3,57.455598243,13369798,FL,23900,16.408508,8,,,,,,,
FL,1991,9,40079,49,54,43,17,1991.6666,154.12883,135.25591,53.473263,169.85625,122.89091,,,,,,,,,,,,,.49021941,,,,,,,,,7.9,5263.8,57.511311084,13369798,FL,23901,16.408508,8,,,,,,,
FL,1991,10,41975,40,52,40,21,1991.75,120.13622,120.13622,63.071514,156.17708,104.38071,,,,,,,,,,,,,.49021941,,,,,,,,,8,5260.7,57.503035608,13369798,FL,23902,16.408508,8,,,,,,,
FL,1991,11,40897,57,66,56,21,1991.8334,175.7066,172.62401,64.734009,203.44974,135.74812,,,,,,,,,,,,,.49021941,,,,,,,,,8.1,5268.8,57.576572833,13369798,FL,23903,16.408508,8,,,,,,,
FL,1991,12,40218,68,85,61,38,1991.9166,213.15379,191.2115,119.11536,266.44226,165.09514,,,,,,,,,,,,,.49021941,,,,,,,,,8.300000000000001,5263.7,57.565027585,13369798,FL,23904,16.408508,8,,,,,,,
FL,1992,1,40861,41,49,31,22,1992,126.4968,95.643913,67.876328,151.17909,112.33942,,,,,,,,,,,,,.49021941,,,,,,,,,8.300000000000001,5282.4,57.573613609,13650553,FL,23905,16.429291,9,,,,,,,
FL,1992,2,41134,55,65,53,19,1992.0834,168.56461,162.435,58.231411,199.21272,149.24893,,,,,,,,,,,,,.49021941,,,,,,,,,8.4,5277.7,57.705996676,13650553,FL,23906,16.429291,9,,,,,,,
FL,1992,3,43866,58,66,37,39,1992.1666,166.68811,106.33551,112.08338,189.67957,93.478806,,,,,,,,,,,,,.49021941,,,,,,,,,8.5,5316.9,57.812730632,13650553,FL,23907,16.429291,9,,,,,,,
FL,1992,4,41670,26,30,24,7,1992.25,78.660103,72.609322,21.177721,90.76165,86.745872,,,,,,,,,,,,,.49021941,,,,,,,,,8.5,5298.5,57.934155265,13650553,FL,23908,16.429291,9,,,,,,,
FL,1992,5,42505,31,40,27,16,1992.3334,91.944626,80.080795,47.455288,118.63822,75.958656,,,,,,,,,,,,,.49021941,,,,,,,,,8.5,5318.5,58.171514537,13650553,FL,23909,16.429291,9,,,,,,,
FL,1992,6,39785,35,50,36,21,1992.4166,110.90556,114.0743,66.543343,158.43652,118.06297,,,,,,,,,,,,,.49021941,,,,,,,,,8.5,5319.8,58.320915513,13650553,FL,23910,16.429291,9,,,,,,,
FL,1992,7,41474,49,49,37,19,1992.5,148.94463,112.46838,57.754032,148.94463,115.47536,,,,,,,,,,,,,.49021941,,,,,,,,,8.5,5337.5,58.557630408,13650553,FL,23911,16.429291,9,,,,,,,
FL,1992,8,42295,40,60,44,26,1992.5834,119.22727,131.15001,77.497726,178.84091,118.17266,,,,,,,,,,,,,.49021941,,,,,,,,,8.4,5334.6,58.701875387,13650553,FL,23912,16.429291,9,,,,,,,
FL,1992,9,41462,44,59,30,39,1992.6666,133.78488,91.216972,118.58206,179.39339,136.55026,,,,,,,,,,,,,.49021941,,,,,,,,,8.4,5348.8,59.013393699,13650553,FL,23913,16.429291,9,,,,,,,
FL,1992,10,44090,64,74,52,34,1992.75,182.99724,148.68524,97.217285,211.59055,155.67593,,,,,,,,,,,,,.49021941,,,,,,,,,8.300000000000001,5377.9,59.268028458,13650553,FL,23914,16.429291,9,,,,,,,
FL,1992,11,43512,38,48,41,18,1992.8334,110.09795,118.78989,52.151657,139.07108,104.4088,,,,,,,,,,,,,.49021941,,,,,,,,,8.1,5405.7,59.596665209,13650553,FL,23915,16.429291,9,1,.055594418,,,,,
FL,1992,12,41753,29,41,29,20,1992.9166,87.561859,87.561859,60.387486,123.79434,84.832314,,,,,,,,,,,,,.49021941,,,,,,,,,8,5420.6,59.842198779,13650553,FL,23916,16.429291,9,,,,,,,
FL,1993,1,42667,18,32,25,9,1993,53.184494,73.867355,26.592247,94.550217,80.577652,,,,,,,,,,,,,.49021941,,,,,,,,,7.9,5440,60.165300885,13927185,FL,23917,16.449354,9,,,,,,,
FL,1993,2,40852,32,32,27,9,1993.0834,98.750954,83.321121,27.773706,98.750954,103.27547,,,,,,,,,,,,,.49021941,,,,,,,,,7.8,5468.8,60.423430238,13927185,FL,23918,16.449354,9,,,,,,,
FL,1993,3,44814,49,55,42,26,1993.1666,137.84373,118.15177,73.141571,154.72255,105.99859,,,,,,,,,,,,,.49021941,,,,,,,,,7.7,5480.3,60.663332513,13927185,FL,23919,16.449354,9,,,,,,,
FL,1993,4,43005,26,39,26,24,1993.25,76.218262,76.218262,70.355316,114.32739,86.549805,,,,,,,,,,,,,.49021941,,,,,,,,,7.6,5524.7,60.936429623,13927185,FL,23920,16.449354,9,,,,,,,
FL,1993,5,43356,55,55,46,11,1993.3334,159.92564,133.756,31.985128,159.92564,128.88736,,,,,,,,,,,,,.49021941,,,,,,,,,7.5,5532.9,61.095227851,13927185,FL,23921,16.449354,9,,,,,,,
FL,1993,6,40684,22,24,21,7,1993.4166,68.171631,65.072922,21.690973,74.369057,116.50534,,,,,,,,,,,,,.49021941,,,,,,,,,7.4,5546,61.335838597,13927185,FL,23922,16.449354,9,,,,,,,
FL,1993,7,41050,24,30,27,9,1993.5,73.705986,82.919228,27.639744,92.132477,102.8187,,,,,,,,,,,,,.49021941,,,,,,,,,7.3,5566.5,61.509915731,13927185,FL,23923,16.449354,9,,,,,,,
FL,1993,8,42105,51,45,37,13,1993.5834,152.70074,110.78289,38.923721,134.73595,111.57802,,,,,,,,,,,,,.49021941,,,,,,,,,7.2,5572.3,61.745253135,13927185,FL,23924,16.449354,9,,,,,,,
FL,1993,9,43528,31,37,26,16,1993.6666,89.78373,75.302483,46.339989,107.16122,112.01353,,,,,,,,,,,,,.49021941,,,,,,,,,7.2,5575.8,61.90030654,13927185,FL,23925,16.449354,9,,,,,,,
FL,1993,10,46027,19,27,20,9,1993.75,52.040997,54.779991,24.650997,73.952995,76.095779,,,,,,,,,,,,,.49021941,,,,,,,,,7.1,5616.9,62.17328923,13927185,FL,23926,16.449354,9,,,,,,,
FL,1993,11,43037,25,33,23,15,1993.8334,73.2323,67.373711,43.939381,96.666634,86.169792,,,,,,,,,,,,,.49021941,,,,,,,,,7.1,5623.3,62.334308435,13927185,FL,23927,16.449354,9,,,,,,,
FL,1993,12,43272,27,35,25,18,1993.9166,78.661354,72.834587,52.440903,101.96843,74.598923,,,,,,,,,,,,,.49021941,,,,,,,,,7,5644.7,62.507908865,13927185,FL,23928,16.449354,9,,,,,,,
FL,1994,1,44034,31,34,32,9,1994,88.752014,91.614983,25.766712,97.340912,79.446014,,,,,,,,,,,,,.49021941,,,,,,,,,7,5665.4,62.681851066,14239444,FL,23929,16.471527,10,,,,,,,
FL,1994,2,42086,18,20,16,10,1994.0834,53.918709,47.927746,29.95484,59.909679,92.819664,,,,,,,,,,,,,.49021941,,,,,,,,,7,5680.9,62.850840547,14239444,FL,23930,16.471527,10,,,,,,,
FL,1994,3,46153,34,40,31,12,1994.1666,92.87175,84.677185,32.778267,109.26088,80.347794,,,,,,,,,,,,,.49021941,,,,,,,,,6.9,5704.7,63.10904875,14239444,FL,23931,16.471527,10,,,,,,,
FL,1994,4,43569,32,36,30,11,1994.25,92.592766,86.805717,31.82876,104.16685,102.6753,,,,,,,,,,,,,.49021941,,,,,,,,,6.8,5733.6,63.293891463,14239444,FL,23932,16.471527,10,,,,,,,
FL,1994,5,43964,42,49,38,14,1994.3334,120.43611,108.96601,40.14537,140.5088,91.23468,,,,,,,,,,,,,.49021941,,,,,,,,,6.7,5753.2,63.631300486,14239444,FL,23933,16.471527,10,,,,,,,
FL,1994,6,42071,24,33,22,15,1994.4166,71.917252,65.924141,44.94828,98.886215,84.443062,,,,,,,,,,,,,.49021941,,,,,,,,,6.6,5773.8,63.89900198,14239444,FL,23934,16.471527,10,,,,,,,
FL,1994,7,41605,26,29,24,9,1994.5,78.782997,72.722763,27.271036,87.873337,72.822609,,,,,,,,,,,,,.49021941,,,,,,,,,6.4,5792.6,64.158192661,14239444,FL,23935,16.471527,10,,,,,,,
FL,1994,8,40494,33,38,28,13,1994.5834,102.73724,87.17099,40.472248,118.3035,85.918587,,,,,,,,,,,,,.49021941,,,,,,,,,6.3,5795.8,64.403428799,14239444,FL,23936,16.471527,10,,,,,,,
FL,1994,9,42578,36,42,34,12,1994.6666,106.59133,100.66959,35.530445,124.35654,82.342918,,,,,,,,,,,,,.49021941,,,,,,,,,6.2,5827.5,64.676197653,14239444,FL,23937,16.471527,10,,,,,,1,
FL,1994,10,42892,20,25,18,13,1994.75,58.783894,52.905502,38.20953,73.479866,59.552296,,,,,,,,,,,,,.49021941,,,,,,,,,6.1,5829.3,64.92194594999999,14239444,FL,23938,16.471527,10,,,,,,,
FL,1994,11,42788,38,37,35,10,1994.8334,111.96087,103.12186,29.463387,109.01453,91.411736,,,,,,,,,,,,,.49021941,,,,,,,,,5.9,5889.5,65.31187925499999,14239444,FL,23939,16.471527,10,,,1,.50753057,2,,
FL,1994,12,41723,33,36,28,13,1994.9166,99.710999,84.603264,39.28009,108.77563,91.485016,,,,,,,,,,,,,.49021941,,,,,,,,,5.8,5875.6,65.629657076,14239444,FL,23940,16.471527,10,,,,,,,
FL,1995,1,42744,46,48,35,18,1995,135.6711,103.228,53.088688,141.56984,118.17194,,,,,,,,,,,,,.49021941,,,,,,,,,5.7,5888,65.978894684,14537875,FL,23941,16.492268,12,,,,,,,
FL,1995,2,40304,27,27,25,5,1995.0834,84.45401,78.198151,15.639632,84.45401,97.038399,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5909.2,66.16826333,14537875,FL,23942,16.492268,12,,,,,,,
FL,1995,3,45820,34,41,32,17,1995.1666,93.546707,88.043961,46.773354,112.80632,83.494339,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5931.3,66.44543958,14537875,FL,23943,16.492268,12,,,,,,,
FL,1995,4,43505,25,26,19,9,1995.25,72.444511,55.057827,26.080025,75.342285,63.712566,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5933.2,66.612253137,14537875,FL,23944,16.492268,12,,,,,,,
FL,1995,5,43426,18,24,17,12,1995.3334,52.25494,49.351887,34.836624,69.673248,64.973473,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5952.2,66.709256724,14537875,FL,23945,16.492268,12,,,,,,,
FL,1995,6,41338,28,34,29,10,1995.4166,85.39122,88.440903,30.496864,103.68934,73.200409,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5974.5,66.891125574,14537875,FL,23946,16.492268,12,,,,,,,
FL,1995,7,40156,29,40,30,14,1995.5,91.044182,94.18364,43.952366,125.57819,78.8283,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5968.6,66.962106361,14537875,FL,23947,16.492268,12,,,,,,,
FL,1995,8,41488,22,23,18,10,1995.5834,66.850525,54.695889,30.386604,69.889183,53.954662,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,5972.9,67.130375203,14537875,FL,23948,16.492268,12,,,,,,,
FL,1995,9,42450,17,23,11,14,1995.6666,50.486572,32.667782,41.577179,68.305359,67.946205,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,6009.1,67.33486115700001,14537875,FL,23949,16.492268,12,,,,,,,
FL,1995,10,45423,30,40,22,21,1995.75,83.262619,61.059258,58.283836,111.01683,77.141327,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,6020.1,67.51109121099999,14537875,FL,23950,16.492268,12,,,,,,,
FL,1995,11,45507,28,40,32,13,1995.8334,77.568336,88.649529,36.01387,110.8119,97.69928,,,,,,,,,,,,,.49021941,,,,,,,,,5.6,6047.9,67.791205937,14537875,FL,23951,16.492268,12,,,,,,,
FL,1995,12,46455,38,46,41,9,1995.9166,103.12306,111.26435,24.423882,124.83318,87.534012,,,,,,,,,,,,,.49021941,,,,,,,,,5.5,6069.7,67.985551442,14537875,FL,23952,16.492268,12,,,,,,,
FL,1996,1,49658,49,57,47,24,1996,124.39747,119.32001,60.929367,144.70726,98.064301,,,,,,,,,,,,,.49021941,,,,,,,,,5.5,6058.9,68.227170544,14853360,FL,23953,16.513737,21,,,,,,,
FL,1996,2,51139,33,41,30,16,1996.0834,81.351654,73.956047,39.443222,101.07326,79.184013,,,,,,,,,,,,,.49021941,,,,,,,,,5.4,6082.9,68.51001805999999,14853360,FL,23954,16.513737,21,,,,,,,
