D01,D02,D03,D04,FEVD01,FEVD03,FEVD02,FEVD04,step,pD01_ll,pD01_ul,pD02_ll,pD02_ul,pD03_ll,pD03_ul,pD04_ll,pD04_ul,pFEVD01_ll,pFEVD01_ul,pFEVD03_ll,pFEVD03_ul,pFEVD02_ll,pFEVD02_ul,pFEVD04_ll,pFEVD04_ul,nD01_ll,nD01_ul,nD02_ll,nD02_ul,nD03_ll,nD03_ul,nD04_ll,nD04_ul,nFEVD01_ll,nFEVD01_ul,nFEVD03_ll,nFEVD03_ul,nFEVD02_ll,nFEVD02_ul,nFEVD04_ll,nFEVD04_ul
.009842582,.061121866,.015544966,.23692438,.98273695,.017263053,.034084376,.96591562,14,.0034816356,.01403011,.019162675,.084288627,.0017484257,.022078538,.146285,.24948099,.96512973,.99757123,.0024287491,.034870267,.0081324475,.076312669,.92368734,.99186754,.0047237221,.014961442,.027940772,.09430296,.0043575545,.026732378,.18586801,.28798074,.96610361,.99937028,.00062971603,.03389639,-.0027850866,.070953839,.92904615,1.0027851
.0083307307,.05911696,.01494838,.22751549,.98194373,.018056246,.035150249,.96484977,15,.0027079319,.012233533,.017875146,.08079575,.0015776666,.021057924,.13529918,.23886541,.96293581,.99756038,.0024396051,.03706421,.0081623774,.078059092,.92194092,.99183762,.0037384927,.012922969,.02706451,.091169409,.0041392152,.025757544,.17599365,.27903733,.96453166,.99935579,.0006441719,.035468318,-.0028557975,.073156297,.9268437,1.0028558
.0071450481,.057091683,.01437069,.21848175,.98121059,.01878939,.036093563,.96390647,16,.0021393839,.010860598,.016664537,.077280775,.001433051,.020123847,.12454507,.22870529,.96096653,.99745107,.0025489156,.039033484,.0081879729,.07955721,.92044282,.99181199,.0029751337,.011314962,.02616749,.088015877,.0039481823,.024793196,.16663827,.27032524,.96307397,.99934721,.00065273995,.036926039,-.0029092005,.075096324,.92490369,1.0029092
.0062096957,.055070594,.013812245,.20980786,.98053348,.01946654,.036929809,.96307021,17,.0017193141,.0097459927,.015528577,.073376864,.0012873644,.019212149,.11464212,.21898031,.95978957,.99731112,.0026889136,.040210404,.0082098898,.080923036,.91907692,.99179012,.0023799699,.010039422,.025259335,.08488185,.0037780006,.023846488,.15778314,.26183259,.96172523,.99934173,.00065828109,.038274799,-.0029472916,.07680691,.9231931,1.0029473
.0054663983,.053071633,.013273152,.20147921,.97990841,.020091621,.037672516,.96232748,18,.001406899,.0088310475,.014464473,.069894768,.0011576146,.018327549,.10552399,.20969346,.95873427,.99720705,.0027929544,.041265756,.0082286764,.082254782,.91774523,.99177134,.0019139913,.0090188049,.024347883,.081795387,.0036238288,.022922475,.14940743,.25355098,.9604795,.99933732,.00066269201,.039520551,-.0029720948,.078317128,.92168289,1.0029721
.0048706699,.051107723,.012753317,.19348183,.97933161,.020668406,.038333438,.96166658,19,.0010996331,.0080710314,.013469031,.0669607,.001045655,.01749957,.097129226,.20131572,.95778841,.99716675,.0028332686,.042211607,.0082447883,.083412871,.91658711,.99175525,.0015484168,.0081929229,.023439547,.078775905,.0034820603,.022024574,.14148913,.24547455,.95933038,.99933285,.00066718843,.040669624,-.0029855494,.079652429,.92034757,1.0029856
.0043886136,.049187995,.012252482,.18580242,.97879952,.021200463,.038922757,.96107721,20,.00084604626,.0074318424,.012538848,.064837918,.00094839302,.016756199,.089401022,.19327322,.95694101,.99713123,.0028687869,.043059014,.0082586147,.084420748,.91557926,.99174142,.0012615037,.0075157238,.022539565,.075836428,.0033499934,.02115497,.13400584,.237599,.95827156,.99932748,.00067248638,.041728441,-.0029894426,.080834955,.91916502,1.0029894
.0039943201,.047318716,.011770278,.17842819,.97830886,.021691155,.039449293,.96055073,21,.0006547895,.0068563367,.011670427,.062762372,.00086332863,.016050946,.082539633,.18555248,.956182,.99709994,.0029000405,.043818034,.0082704835,.085298643,.91470134,.9917295,.0010364486,.0069521917,.021652194,.072985239,.0032256341,.020314923,.1269352,.22992118,.95729667,.99932104,.00067896588,.042703342,-.0029853699,.081883959,.91811603,1.0029854
.0036679925,.045503996,.011306263,.17134692,.9778564,.022143625,.039920665,.96007931,22,.00051658344,.0062892577,.010860264,.060644958,.0007884666,.01537171,.076220021,.17814057,.95550221,.99707246,.0029275133,.044497773,.0082806759,.086063981,.91393602,.99171931,.00086007337,.0064759119,.020780871,.070227124,.0031075224,.019505003,.12025528,.22243857,.95639956,.99931324,.00068677601,.043600474,-.0029747542,.082816087,.91718388,1.0029747
.0033945008,.043746334,.010859938,.16454692,.97743922,.022560801,.040343467,.95965654,23,.00044636487,.0058046328,.010104906,.05817917,.00072218431,.014718474,.070384324,.17102504,.95489353,.99704838,.002951643,.045106463,.0082894303,.086835742,.91316426,.99171054,.00072195486,.0060670469,.01992834,.067564331,.0029945916,.018725283,.11394476,.21514907,.95557433,.99930412,.00069591269,.044425689,-.0029588363,.083645768,.91635424,1.0029589
