D01,D02,D03,D04,FEVD01,FEVD03,FEVD02,FEVD04,step,pD01_ll,pD01_ul,pD02_ll,pD02_ul,pD03_ll,pD03_ul,pD04_ll,pD04_ul,pFEVD01_ll,pFEVD01_ul,pFEVD03_ll,pFEVD03_ul,pFEVD02_ll,pFEVD02_ul,pFEVD04_ll,pFEVD04_ul,nD01_ll,nD01_ul,nD02_ll,nD02_ul,nD03_ll,nD03_ul,nD04_ll,nD04_ul,nFEVD01_ll,nFEVD01_ul,nFEVD03_ll,nFEVD03_ul,nFEVD02_ll,nFEVD02_ul,nFEVD04_ll,nFEVD04_ul
.44598943,.019419489,0,.37315384,0,0,0,0,0,.41638213,.46841955,.00048784603,.039176393,0,0,.32468158,.4192692,0,0,0,0,0,0,0,0,.42135647,.47062239,.00077638414,.038062595,0,0,.32452819,.42177945,0,0,0,0,0,0,0,0
.16723916,.032878764,.019601764,.35605735,1,0,.0027010036,.99729902,1,.13844125,.18392825,.011727409,.057958096,.0016527794,.037153542,.30443615,.40156406,1,1,0,0,.000064913722,.010352629,.98964739,.99993509,.14419307,.19028525,.010585302,.055172227,.0015212272,.037682302,.30793211,.40418255,1,1,0,0,-.0026011914,.0080031985,.99199682,1.0026013
.11698084,.03657693,.024716714,.35522047,.99830931,.001690705,.0054513854,.99454862,2,.089099705,.13403514,.01157003,.062478624,.0049782218,.041197091,.30037969,.39720526,.99383676,.99997318,.000026810198,.006163273,.00089294411,.016517336,.98348266,.99910706,.094216257,.13974541,.010968286,.062185578,.0063713929,.043062039,.30729443,.40314651,.99492097,1.0016977,-.0016976583,.0050790682,-.002357896,.013260666,.98673934,1.0023578
.094229966,.034690183,.029383741,.34259039,.99588025,.0041197427,.0070785172,.99292147,3,.058005318,.11072911,.0040308023,.064965621,.0084911902,.047803648,.28816408,.38939744,.98808336,.99952459,.00047541439,.011916654,.0011710012,.019306011,.980694,.99882901,.070141114,.11831882,.003847091,.06553328,.0093486784,.049418803,.292218,.39296275,.98999923,1.0017613,-.0017612946,.01000078,-.0024913542,.016648389,.98335159,1.0024914
.08199472,.040270358,.021703346,.3322086,.9926042,.0073958025,.0077874721,.99221253,4,.054042894,.099630445,.0070215752,.074246675,.0031638574,.041342851,.27412543,.37609911,.98178589,.99862754,.0013724347,.018214073,.0012457166,.02116237,.97883761,.99875426,.059027944,.10496149,.0079911435,.072549567,.0019799478,.041426744,.28084475,.38357243,.98382241,1.0013859,-.0013859775,.016177582,-.0034045549,.018979499,.98102051,1.0034046
.074368738,.049516857,.0049254987,.33913577,.99098778,.0090122102,.0089858137,.99101418,5,.042329513,.093127966,.012926588,.085194901,-.015704764,.023364976,.27656028,.38091642,.97723937,.99770296,.0022970582,.022760591,.0014468061,.02509851,.97490144,.99855322,.049392976,.099344492,.014975219,.084058493,-.014349495,.024200492,.28571206,.39255947,.98022127,1.0017543,-.0017542869,.019778708,-.0038387077,.021810336,.97818965,1.0038387
.063467599,.056256585,.0096898908,.32234922,.99108553,.008914493,.010865174,.98913485,6,.030483823,.080305956,.018414354,.092263363,-.0093792956,.027236763,.25939342,.35893181,.97642326,.99739158,.0026084678,.02357671,.0016020306,.030063724,.96993625,.99839795,.038952835,.087982364,.018362096,.09415108,-.0080603389,.027440121,.26986241,.374836,.98003316,1.0021379,-.0021378638,.01996685,-.0040575084,.025787856,.97421217,1.0040575
.054992229,.070586585,.0054334803,.3064957,.99087238,.0091275983,.013219537,.98678046,7,.020617612,.073493749,.03127785,.10433616,-.012589761,.022873763,.24438444,.34294221,.97470218,.9973278,.0026722034,.025297832,.0021793579,.036282334,.9637177,.99782062,.029454799,.080529653,.032227468,.1089457,-.012709831,.02357679,.25456256,.35842887,.97962618,1.0021186,-.0021186031,.020373799,-.0042525996,.030691674,.96930832,1.0042526
.034696002,.081415601,.0043763998,.30236429,.9908663,.0091336817,.017091723,.98290825,8,.0029081921,.048480991,.034291692,.11764291,-.013864804,.022998568,.23787534,.34717545,.97450602,.99697202,.0030279811,.025493998,.0035659005,.044813059,.95518696,.99643409,.011339982,.058052026,.039917666,.12291353,-.014323134,.023075933,.24771355,.35701504,.9796406,1.002092,-.0020920474,.02035941,-.0036604255,.037843872,.96215612,1.0036604
.039047625,.098738149,.011830159,.33930585,.99083704,.009162982,.021821706,.97817832,9,.0079507064,.054305978,.052520223,.14293364,-.0081629176,.029957134,.27119678,.38601112,.97368962,.99667937,.0033206416,.026310381,.0046863523,.053713873,.94628614,.99531364,.015052623,.063042626,.055152535,.14232376,-.0072994377,.030959755,.27965799,.39895374,.97940832,1.0022657,-.0022657127,.020591676,-.0027724616,.046415873,.95358413,1.0027725
