fiscal_week,is_school,is_res,is_bus,is_sip,state_fips,county_fips,popestimate2020,state
16,0,1,1,1,1,1,56145,AL
14,0,1,1,1,1,1,56145,AL
13,0,1,1,0,1,1,56145,AL
22,0,0,0,0,1,1,56145,AL
21,0,0,0,0,1,1,56145,AL
20,0,1,0,0,1,1,56145,AL
19,0,1,0,0,1,1,56145,AL
15,0,1,1,1,1,1,56145,AL
12,0,1,0,0,1,1,56145,AL
11,0,0,0,0,1,1,56145,AL
17,0,1,1,1,1,1,56145,AL
18,0,1,1,1,1,1,56145,AL
18,1,1,1,1,1,3,229287,AL
20,1,1,0,0,1,3,229287,AL
16,1,1,1,1,1,3,229287,AL
12,1,1,0,0,1,3,229287,AL
11,0,0,0,0,1,3,229287,AL
19,1,1,0,0,1,3,229287,AL
21,1,0,0,0,1,3,229287,AL
15,1,1,1,1,1,3,229287,AL
13,1,1,1,0,1,3,229287,AL
17,1,1,1,1,1,3,229287,AL
22,1,0,0,0,1,3,229287,AL
14,1,1,1,1,1,3,229287,AL
22,0,0,0,0,1,5,24589,AL
14,0,1,1,1,1,5,24589,AL
17,0,1,1,1,1,5,24589,AL
15,0,1,1,1,1,5,24589,AL
19,0,1,0,0,1,5,24589,AL
13,0,1,1,0,1,5,24589,AL
20,0,1,0,0,1,5,24589,AL
18,0,1,1,1,1,5,24589,AL
16,0,1,1,1,1,5,24589,AL
12,0,1,0,0,1,5,24589,AL
21,0,0,0,0,1,5,24589,AL
11,0,0,0,0,1,5,24589,AL
18,0,1,1,1,1,7,22136,AL
20,0,1,0,0,1,7,22136,AL
19,0,1,0,0,1,7,22136,AL
11,0,0,0,0,1,7,22136,AL
22,0,0,0,0,1,7,22136,AL
21,0,0,0,0,1,7,22136,AL
12,0,1,0,0,1,7,22136,AL
14,0,1,1,1,1,7,22136,AL
16,0,1,1,1,1,7,22136,AL
15,0,1,1,1,1,7,22136,AL
13,0,1,1,0,1,7,22136,AL
17,0,1,1,1,1,7,22136,AL
12,0,1,0,0,1,9,57879,AL
13,0,1,1,0,1,9,57879,AL
21,0,0,0,0,1,9,57879,AL
19,0,1,0,0,1,9,57879,AL
14,0,1,1,1,1,9,57879,AL
16,0,1,1,1,1,9,57879,AL
11,0,0,0,0,1,9,57879,AL
18,0,1,1,1,1,9,57879,AL
20,0,1,0,0,1,9,57879,AL
15,0,1,1,1,1,9,57879,AL
17,0,1,1,1,1,9,57879,AL
22,0,0,0,0,1,9,57879,AL
18,0,1,1,1,1,11,9976,AL
12,0,1,0,0,1,11,9976,AL
14,0,1,1,1,1,11,9976,AL
16,0,1,1,1,1,11,9976,AL
11,0,0,0,0,1,11,9976,AL
20,0,1,0,0,1,11,9976,AL
15,0,1,1,1,1,11,9976,AL
21,0,0,0,0,1,11,9976,AL
13,0,1,1,0,1,11,9976,AL
17,0,1,1,1,1,11,9976,AL
22,0,0,0,0,1,11,9976,AL
19,0,1,0,0,1,11,9976,AL
15,1,1,1,1,1,13,19504,AL
20,1,1,0,0,1,13,19504,AL
18,1,1,1,1,1,13,19504,AL
13,1,1,1,0,1,13,19504,AL
21,1,0,0,0,1,13,19504,AL
12,1,1,0,0,1,13,19504,AL
16,1,1,1,1,1,13,19504,AL
11,0,0,0,0,1,13,19504,AL
14,1,1,1,1,1,13,19504,AL
19,1,1,0,0,1,13,19504,AL
22,1,0,0,0,1,13,19504,AL
17,1,1,1,1,1,13,19504,AL
18,0,1,1,1,1,15,113469,AL
15,0,1,1,1,1,15,113469,AL
21,0,0,0,0,1,15,113469,AL
19,0,1,0,0,1,15,113469,AL
20,0,1,0,0,1,15,113469,AL
11,0,0,0,0,1,15,113469,AL
22,0,0,0,0,1,15,113469,AL
14,0,1,1,1,1,15,113469,AL
17,0,1,1,1,1,15,113469,AL
12,0,1,0,0,1,15,113469,AL
16,0,1,1,1,1,15,113469,AL
13,0,1,1,0,1,15,113469,AL
18,1,1,1,1,1,17,32865,AL
22,1,0,0,0,1,17,32865,AL
21,1,0,0,0,1,17,32865,AL
11,0,0,0,0,1,17,32865,AL
20,1,1,0,0,1,17,32865,AL
17,1,1,1,1,1,17,32865,AL
14,1,1,1,1,1,17,32865,AL
13,1,1,1,0,1,17,32865,AL
16,1,1,1,1,1,17,32865,AL
15,1,1,1,1,1,17,32865,AL
19,1,1,0,0,1,17,32865,AL
12,1,1,0,0,1,17,32865,AL
17,0,1,1,1,1,19,26294,AL
11,0,0,0,0,1,19,26294,AL
12,0,1,0,0,1,19,26294,AL
14,0,1,1,1,1,19,26294,AL
16,0,1,1,1,1,19,26294,AL
18,0,1,1,1,1,19,26294,AL
15,0,1,1,1,1,19,26294,AL
19,0,1,0,0,1,19,26294,AL
22,0,0,0,0,1,19,26294,AL
21,0,0,0,0,1,19,26294,AL
13,0,1,1,0,1,19,26294,AL
20,0,1,0,0,1,19,26294,AL
20,0,1,0,0,1,21,44397,AL
16,0,1,1,1,1,21,44397,AL
13,0,1,1,0,1,21,44397,AL
19,0,1,0,0,1,21,44397,AL
18,0,1,1,1,1,21,44397,AL
12,0,1,0,0,1,21,44397,AL
21,0,0,0,0,1,21,44397,AL
15,0,1,1,1,1,21,44397,AL
22,0,0,0,0,1,21,44397,AL
14,0,1,1,1,1,21,44397,AL
11,0,0,0,0,1,21,44397,AL
17,0,1,1,1,1,21,44397,AL
18,0,1,1,1,1,23,12418,AL
12,0,1,0,0,1,23,12418,AL
14,0,1,1,1,1,23,12418,AL
19,0,1,0,0,1,23,12418,AL
16,0,1,1,1,1,23,12418,AL
15,0,1,1,1,1,23,12418,AL
17,0,1,1,1,1,23,12418,AL
13,0,1,1,0,1,23,12418,AL
11,0,0,0,0,1,23,12418,AL
20,0,1,0,0,1,23,12418,AL
22,0,0,0,0,1,23,12418,AL
21,0,0,0,0,1,23,12418,AL
14,0,1,1,1,1,25,23291,AL
11,0,0,0,0,1,25,23291,AL
15,0,1,1,1,1,25,23291,AL
13,0,1,1,0,1,25,23291,AL
19,0,1,0,0,1,25,23291,AL
22,0,0,0,0,1,25,23291,AL
12,0,1,0,0,1,25,23291,AL
21,0,0,0,0,1,25,23291,AL
16,0,1,1,1,1,25,23291,AL
20,0,1,0,0,1,25,23291,AL
17,0,1,1,1,1,25,23291,AL
18,0,1,1,1,1,25,23291,AL
19,0,1,0,0,1,27,13112,AL
15,0,1,1,1,1,27,13112,AL
16,0,1,1,1,1,27,13112,AL
17,0,1,1,1,1,27,13112,AL
13,0,1,1,0,1,27,13112,AL
20,0,1,0,0,1,27,13112,AL
22,0,0,0,0,1,27,13112,AL
12,0,1,0,0,1,27,13112,AL
18,0,1,1,1,1,27,13112,AL
14,0,1,1,1,1,27,13112,AL
11,0,0,0,0,1,27,13112,AL
21,0,0,0,0,1,27,13112,AL
12,0,1,0,0,1,29,14967,AL
21,0,0,0,0,1,29,14967,AL
13,0,1,1,0,1,29,14967,AL
16,0,1,1,1,1,29,14967,AL
19,0,1,0,0,1,29,14967,AL
14,0,1,1,1,1,29,14967,AL
20,0,1,0,0,1,29,14967,AL
15,0,1,1,1,1,29,14967,AL
22,0,0,0,0,1,29,14967,AL
11,0,0,0,0,1,29,14967,AL
18,0,1,1,1,1,29,14967,AL
17,0,1,1,1,1,29,14967,AL
21,0,0,0,0,1,31,53230,AL
18,0,1,1,1,1,31,53230,AL
16,0,1,1,1,1,31,53230,AL
15,0,1,1,1,1,31,53230,AL
19,0,1,0,0,1,31,53230,AL
20,0,1,0,0,1,31,53230,AL
13,0,1,1,0,1,31,53230,AL
22,0,0,0,0,1,31,53230,AL
12,0,1,0,0,1,31,53230,AL
11,0,0,0,0,1,31,53230,AL
14,0,1,1,1,1,31,53230,AL
17,0,1,1,1,1,31,53230,AL
17,0,1,1,1,1,33,55411,AL
11,0,0,0,0,1,33,55411,AL
18,0,1,1,1,1,33,55411,AL
15,0,1,1,1,1,33,55411,AL
22,0,0,0,0,1,33,55411,AL
14,0,1,1,1,1,33,55411,AL
20,0,1,0,0,1,33,55411,AL
21,0,0,0,0,1,33,55411,AL
19,0,1,0,0,1,33,55411,AL
16,0,1,1,1,1,33,55411,AL
12,0,1,0,0,1,33,55411,AL
13,0,1,1,0,1,33,55411,AL
16,0,1,1,1,1,35,11851,AL
21,0,0,0,0,1,35,11851,AL
20,0,1,0,0,1,35,11851,AL
17,0,1,1,1,1,35,11851,AL
18,0,1,1,1,1,35,11851,AL
12,0,1,0,0,1,35,11851,AL
22,0,0,0,0,1,35,11851,AL
11,0,0,0,0,1,35,11851,AL
14,0,1,1,1,1,35,11851,AL
19,0,1,0,0,1,35,11851,AL
13,0,1,1,0,1,35,11851,AL
15,0,1,1,1,1,35,11851,AL
22,0,0,0,0,1,37,10650,AL
15,0,1,1,1,1,37,10650,AL
17,0,1,1,1,1,37,10650,AL
21,0,0,0,0,1,37,10650,AL
12,0,1,0,0,1,37,10650,AL
14,0,1,1,1,1,37,10650,AL
19,0,1,0,0,1,37,10650,AL
13,0,1,1,0,1,37,10650,AL
18,0,1,1,1,1,37,10650,AL
16,0,1,1,1,1,37,10650,AL
11,0,0,0,0,1,37,10650,AL
20,0,1,0,0,1,37,10650,AL
20,0,1,0,0,1,39,36930,AL
11,0,0,0,0,1,39,36930,AL
18,0,1,1,1,1,39,36930,AL
14,0,1,1,1,1,39,36930,AL
19,0,1,0,0,1,39,36930,AL
21,0,0,0,0,1,39,36930,AL
12,0,1,0,0,1,39,36930,AL
22,0,0,0,0,1,39,36930,AL
16,0,1,1,1,1,39,36930,AL
15,0,1,1,1,1,39,36930,AL
13,0,1,1,0,1,39,36930,AL
17,0,1,1,1,1,39,36930,AL
19,0,1,0,0,1,41,13681,AL
22,0,0,0,0,1,41,13681,AL
11,0,0,0,0,1,41,13681,AL
21,0,0,0,0,1,41,13681,AL
13,0,1,1,0,1,41,13681,AL
20,0,1,0,0,1,41,13681,AL
17,0,1,1,1,1,41,13681,AL
14,0,1,1,1,1,41,13681,AL
15,0,1,1,1,1,41,13681,AL
18,0,1,1,1,1,41,13681,AL
12,0,1,0,0,1,41,13681,AL
16,0,1,1,1,1,41,13681,AL
11,0,0,0,0,1,43,84515,AL
21,0,0,0,0,1,43,84515,AL
20,0,1,0,0,1,43,84515,AL
12,0,1,0,0,1,43,84515,AL
17,0,1,1,1,1,43,84515,AL
14,0,1,1,1,1,43,84515,AL
22,0,0,0,0,1,43,84515,AL
18,0,1,1,1,1,43,84515,AL
16,0,1,1,1,1,43,84515,AL
15,0,1,1,1,1,43,84515,AL
19,0,1,0,0,1,43,84515,AL
13,0,1,1,0,1,43,84515,AL
22,0,0,0,0,1,45,48959,AL
18,0,1,1,1,1,45,48959,AL
15,0,1,1,1,1,45,48959,AL
21,0,0,0,0,1,45,48959,AL
19,0,1,0,0,1,45,48959,AL
11,0,0,0,0,1,45,48959,AL
16,0,1,1,1,1,45,48959,AL
12,0,1,0,0,1,45,48959,AL
17,0,1,1,1,1,45,48959,AL
14,0,1,1,1,1,45,48959,AL
20,0,1,0,0,1,45,48959,AL
13,0,1,1,0,1,45,48959,AL
18,0,1,1,1,1,47,36098,AL
21,0,0,0,0,1,47,36098,AL
17,0,1,1,1,1,47,36098,AL
11,0,0,0,0,1,47,36098,AL
13,0,1,1,0,1,47,36098,AL
14,0,1,1,1,1,47,36098,AL
19,0,1,0,0,1,47,36098,AL
15,0,1,1,1,1,47,36098,AL
16,0,1,1,1,1,47,36098,AL
22,0,0,0,0,1,47,36098,AL
20,0,1,0,0,1,47,36098,AL
12,0,1,0,0,1,47,36098,AL
22,0,0,0,0,1,49,71658,AL
20,0,1,0,0,1,49,71658,AL
17,0,1,1,1,1,49,71658,AL
18,0,1,1,1,1,49,71658,AL
15,0,1,1,1,1,49,71658,AL
16,0,1,1,1,1,49,71658,AL
12,0,1,0,0,1,49,71658,AL
14,0,1,1,1,1,49,71658,AL
19,0,1,0,0,1,49,71658,AL
13,0,1,1,0,1,49,71658,AL
21,0,0,0,0,1,49,71658,AL
11,0,0,0,0,1,49,71658,AL
21,1,0,0,0,1,51,82158,AL
12,1,1,0,0,1,51,82158,AL
14,1,1,1,1,1,51,82158,AL
22,1,0,0,0,1,51,82158,AL
17,1,1,1,1,1,51,82158,AL
18,1,1,1,1,1,51,82158,AL
19,1,1,0,0,1,51,82158,AL
11,0,0,0,0,1,51,82158,AL
20,1,1,0,0,1,51,82158,AL
15,1,1,1,1,1,51,82158,AL
13,1,1,1,0,1,51,82158,AL
16,1,1,1,1,1,51,82158,AL
11,0,0,0,0,1,53,36281,AL
13,0,1,1,0,1,53,36281,AL
14,0,1,1,1,1,53,36281,AL
21,0,0,0,0,1,53,36281,AL
20,0,1,0,0,1,53,36281,AL
18,0,1,1,1,1,53,36281,AL
12,0,1,0,0,1,53,36281,AL
16,0,1,1,1,1,53,36281,AL
17,0,1,1,1,1,53,36281,AL
15,0,1,1,1,1,53,36281,AL
19,0,1,0,0,1,53,36281,AL
22,0,0,0,0,1,53,36281,AL
18,0,1,1,1,1,55,102371,AL
20,0,1,0,0,1,55,102371,AL
11,0,0,0,0,1,55,102371,AL
22,0,0,0,0,1,55,102371,AL
19,0,1,0,0,1,55,102371,AL
17,0,1,1,1,1,55,102371,AL
12,0,1,0,0,1,55,102371,AL
16,0,1,1,1,1,55,102371,AL
21,0,0,0,0,1,55,102371,AL
14,0,1,1,1,1,55,102371,AL
15,0,1,1,1,1,55,102371,AL
13,0,1,1,0,1,55,102371,AL
14,0,1,1,1,1,57,16241,AL
12,0,1,0,0,1,57,16241,AL
21,0,0,0,0,1,57,16241,AL
19,0,1,0,0,1,57,16241,AL
22,0,0,0,0,1,57,16241,AL
16,0,1,1,1,1,57,16241,AL
18,0,1,1,1,1,57,16241,AL
13,0,1,1,0,1,57,16241,AL
15,0,1,1,1,1,57,16241,AL
17,0,1,1,1,1,57,16241,AL
11,0,0,0,0,1,57,16241,AL
20,0,1,0,0,1,57,16241,AL
13,1,1,1,0,1,59,31507,AL
20,1,1,0,0,1,59,31507,AL
14,1,1,1,1,1,59,31507,AL
22,1,0,0,0,1,59,31507,AL
19,1,1,0,0,1,59,31507,AL
11,0,0,0,0,1,59,31507,AL
17,1,1,1,1,1,59,31507,AL
21,1,0,0,0,1,59,31507,AL
12,1,1,0,0,1,59,31507,AL
18,1,1,1,1,1,59,31507,AL
16,1,1,1,1,1,59,31507,AL
15,1,1,1,1,1,59,31507,AL
21,0,0,0,0,1,61,26411,AL
22,0,0,0,0,1,61,26411,AL
18,0,1,1,1,1,61,26411,AL
17,0,1,1,1,1,61,26411,AL
16,0,1,1,1,1,61,26411,AL
14,0,1,1,1,1,61,26411,AL
12,0,1,0,0,1,61,26411,AL
13,0,1,1,0,1,61,26411,AL
11,0,0,0,0,1,61,26411,AL
20,0,1,0,0,1,61,26411,AL
15,0,1,1,1,1,61,26411,AL
19,0,1,0,0,1,61,26411,AL
21,0,0,0,0,1,63,7990,AL
16,0,1,1,1,1,63,7990,AL
15,0,1,1,1,1,63,7990,AL
12,0,1,0,0,1,63,7990,AL
22,0,0,0,0,1,63,7990,AL
18,0,1,1,1,1,63,7990,AL
17,0,1,1,1,1,63,7990,AL
19,0,1,0,0,1,63,7990,AL
20,0,1,0,0,1,63,7990,AL
13,0,1,1,0,1,63,7990,AL
14,0,1,1,1,1,63,7990,AL
11,0,0,0,0,1,63,7990,AL
12,0,1,0,0,1,65,14670,AL
13,0,1,1,0,1,65,14670,AL
22,0,0,0,0,1,65,14670,AL
14,0,1,1,1,1,65,14670,AL
21,0,0,0,0,1,65,14670,AL
20,0,1,0,0,1,65,14670,AL
15,0,1,1,1,1,65,14670,AL
11,0,0,0,0,1,65,14670,AL
17,0,1,1,1,1,65,14670,AL
16,0,1,1,1,1,65,14670,AL
18,0,1,1,1,1,65,14670,AL
19,0,1,0,0,1,65,14670,AL
13,0,1,1,0,1,67,17223,AL
16,0,1,1,1,1,67,17223,AL
19,0,1,0,0,1,67,17223,AL
21,0,0,0,0,1,67,17223,AL
17,0,1,1,1,1,67,17223,AL
14,0,1,1,1,1,67,17223,AL
20,0,1,0,0,1,67,17223,AL
12,0,1,0,0,1,67,17223,AL
18,0,1,1,1,1,67,17223,AL
15,0,1,1,1,1,67,17223,AL
22,0,0,0,0,1,67,17223,AL
11,0,0,0,0,1,67,17223,AL
18,0,1,1,1,1,69,106580,AL
12,0,1,0,0,1,69,106580,AL
17,0,1,1,1,1,69,106580,AL
16,0,1,1,1,1,69,106580,AL
11,0,0,0,0,1,69,106580,AL
20,0,1,0,0,1,69,106580,AL
14,0,1,1,1,1,69,106580,AL
19,0,1,0,0,1,69,106580,AL
13,0,1,1,0,1,69,106580,AL
21,0,0,0,0,1,69,106580,AL
22,0,0,0,0,1,69,106580,AL
15,0,1,1,1,1,69,106580,AL
21,0,0,0,0,1,71,51582,AL
20,0,1,0,0,1,71,51582,AL
18,0,1,1,1,1,71,51582,AL
14,0,1,1,1,1,71,51582,AL
15,0,1,1,1,1,71,51582,AL
22,0,0,0,0,1,71,51582,AL
12,0,1,0,0,1,71,51582,AL
13,0,1,1,0,1,71,51582,AL
19,0,1,0,0,1,71,51582,AL
16,0,1,1,1,1,71,51582,AL
17,0,1,1,1,1,71,51582,AL
11,0,0,0,0,1,71,51582,AL
21,1,0,0,0,1,73,655342,AL
17,1,1,1,1,1,73,655342,AL
12,1,1,0,0,1,73,655342,AL
18,1,1,1,1,1,73,655342,AL
14,1,1,1,1,1,73,655342,AL
15,1,1,1,1,1,73,655342,AL
11,0,0,0,0,1,73,655342,AL
13,1,1,1,0,1,73,655342,AL
19,1,1,0,0,1,73,655342,AL
20,1,1,0,0,1,73,655342,AL
16,1,1,1,1,1,73,655342,AL
22,1,0,0,0,1,73,655342,AL
12,0,1,0,0,1,75,13764,AL
11,0,0,0,0,1,75,13764,AL
21,0,0,0,0,1,75,13764,AL
20,0,1,0,0,1,75,13764,AL
15,0,1,1,1,1,75,13764,AL
22,0,0,0,0,1,75,13764,AL
17,0,1,1,1,1,75,13764,AL
18,0,1,1,1,1,75,13764,AL
16,0,1,1,1,1,75,13764,AL
13,0,1,1,0,1,75,13764,AL
19,0,1,0,0,1,75,13764,AL
14,0,1,1,1,1,75,13764,AL
11,0,0,0,0,1,77,93368,AL
18,0,1,1,1,1,77,93368,AL
22,0,0,0,0,1,77,93368,AL
12,0,1,0,0,1,77,93368,AL
20,0,1,0,0,1,77,93368,AL
13,0,1,1,0,1,77,93368,AL
14,0,1,1,1,1,77,93368,AL
21,0,0,0,0,1,77,93368,AL
16,0,1,1,1,1,77,93368,AL
19,0,1,0,0,1,77,93368,AL
15,0,1,1,1,1,77,93368,AL
17,0,1,1,1,1,77,93368,AL
16,0,1,1,1,1,79,32857,AL
21,0,0,0,0,1,79,32857,AL
20,0,1,0,0,1,79,32857,AL
12,0,1,0,0,1,79,32857,AL
14,0,1,1,1,1,79,32857,AL
18,0,1,1,1,1,79,32857,AL
11,0,0,0,0,1,79,32857,AL
15,0,1,1,1,1,79,32857,AL
13,0,1,1,0,1,79,32857,AL
19,0,1,0,0,1,79,32857,AL
22,0,0,0,0,1,79,32857,AL
17,0,1,1,1,1,79,32857,AL
20,1,1,0,0,1,81,166831,AL
19,1,1,0,0,1,81,166831,AL
14,1,1,1,1,1,81,166831,AL
15,1,1,1,1,1,81,166831,AL
11,0,0,0,0,1,81,166831,AL
16,1,1,1,1,1,81,166831,AL
13,1,1,1,0,1,81,166831,AL
21,1,0,0,0,1,81,166831,AL
18,1,1,1,1,1,81,166831,AL
12,1,1,0,0,1,81,166831,AL
17,1,1,1,1,1,81,166831,AL
22,1,0,0,0,1,81,166831,AL
21,0,0,0,0,1,83,102228,AL
14,0,1,1,1,1,83,102228,AL
13,0,1,1,0,1,83,102228,AL
12,0,1,0,0,1,83,102228,AL
22,0,0,0,0,1,83,102228,AL
20,0,1,0,0,1,83,102228,AL
17,0,1,1,1,1,83,102228,AL
19,0,1,0,0,1,83,102228,AL
18,0,1,1,1,1,83,102228,AL
11,0,0,0,0,1,83,102228,AL
16,0,1,1,1,1,83,102228,AL
15,0,1,1,1,1,83,102228,AL
13,0,1,1,0,1,85,9641,AL
14,0,1,1,1,1,85,9641,AL
15,0,1,1,1,1,85,9641,AL
17,0,1,1,1,1,85,9641,AL
21,0,0,0,0,1,85,9641,AL
19,0,1,0,0,1,85,9641,AL
20,0,1,0,0,1,85,9641,AL
18,0,1,1,1,1,85,9641,AL
12,0,1,0,0,1,85,9641,AL
16,0,1,1,1,1,85,9641,AL
22,0,0,0,0,1,85,9641,AL
11,0,0,0,0,1,85,9641,AL
21,0,0,0,0,1,87,17895,AL
19,0,1,0,0,1,87,17895,AL
11,0,0,0,0,1,87,17895,AL
12,0,1,0,0,1,87,17895,AL
20,0,1,0,0,1,87,17895,AL
16,0,1,1,1,1,87,17895,AL
13,0,1,1,0,1,87,17895,AL
17,0,1,1,1,1,87,17895,AL
22,0,0,0,0,1,87,17895,AL
14,0,1,1,1,1,87,17895,AL
18,0,1,1,1,1,87,17895,AL
15,0,1,1,1,1,87,17895,AL
16,1,1,1,1,1,89,379453,AL
13,1,1,1,0,1,89,379453,AL
12,1,1,0,0,1,89,379453,AL
11,0,0,0,0,1,89,379453,AL
18,1,1,1,1,1,89,379453,AL
20,1,1,0,0,1,89,379453,AL
14,1,1,1,1,1,89,379453,AL
15,1,1,1,1,1,89,379453,AL
19,1,1,0,0,1,89,379453,AL
21,1,0,0,0,1,89,379453,AL
17,1,1,1,1,1,89,379453,AL
22,1,0,0,0,1,89,379453,AL
17,0,1,1,1,1,91,18733,AL
19,0,1,0,0,1,91,18733,AL
21,0,0,0,0,1,91,18733,AL
16,0,1,1,1,1,91,18733,AL
12,0,1,0,0,1,91,18733,AL
18,0,1,1,1,1,91,18733,AL
22,0,0,0,0,1,91,18733,AL
14,0,1,1,1,1,91,18733,AL
13,0,1,1,0,1,91,18733,AL
15,0,1,1,1,1,91,18733,AL
20,0,1,0,0,1,91,18733,AL
11,0,0,0,0,1,91,18733,AL
19,0,1,0,0,1,93,29703,AL
16,0,1,1,1,1,93,29703,AL
12,0,1,0,0,1,93,29703,AL
18,0,1,1,1,1,93,29703,AL
22,0,0,0,0,1,93,29703,AL
20,0,1,0,0,1,93,29703,AL
14,0,1,1,1,1,93,29703,AL
21,0,0,0,0,1,93,29703,AL
11,0,0,0,0,1,93,29703,AL
17,0,1,1,1,1,93,29703,AL
15,0,1,1,1,1,93,29703,AL
13,0,1,1,0,1,93,29703,AL
15,1,1,1,1,1,95,96990,AL
22,1,0,0,0,1,95,96990,AL
21,1,0,0,0,1,95,96990,AL
16,1,1,1,1,1,95,96990,AL
14,1,1,1,1,1,95,96990,AL
19,1,1,0,0,1,95,96990,AL
18,1,1,1,1,1,95,96990,AL
12,1,1,0,0,1,95,96990,AL
13,1,1,1,0,1,95,96990,AL
20,1,1,0,0,1,95,96990,AL
11,0,0,0,0,1,95,96990,AL
17,1,1,1,1,1,95,96990,AL
12,1,1,0,0,1,97,412716,AL
18,1,1,1,1,1,97,412716,AL
11,0,0,0,0,1,97,412716,AL
21,1,0,0,0,1,97,412716,AL
13,1,1,1,0,1,97,412716,AL
19,1,1,0,0,1,97,412716,AL
14,1,1,1,1,1,97,412716,AL
15,1,1,1,1,1,97,412716,AL
16,1,1,1,1,1,97,412716,AL
22,1,0,0,0,1,97,412716,AL
20,1,1,0,0,1,97,412716,AL
17,1,1,1,1,1,97,412716,AL
14,0,1,1,1,1,99,20459,AL
13,0,1,1,0,1,99,20459,AL
20,0,1,0,0,1,99,20459,AL
11,0,0,0,0,1,99,20459,AL
22,0,0,0,0,1,99,20459,AL
15,0,1,1,1,1,99,20459,AL
16,0,1,1,1,1,99,20459,AL
21,0,0,0,0,1,99,20459,AL
19,0,1,0,0,1,99,20459,AL
18,0,1,1,1,1,99,20459,AL
12,0,1,0,0,1,99,20459,AL
17,0,1,1,1,1,99,20459,AL
15,1,1,1,1,1,101,224639,AL
17,1,1,1,1,1,101,224639,AL
21,1,0,0,0,1,101,224639,AL
11,0,0,0,0,1,101,224639,AL
13,1,1,1,0,1,101,224639,AL
20,1,1,0,0,1,101,224639,AL
22,1,0,0,0,1,101,224639,AL
14,1,1,1,1,1,101,224639,AL
18,1,1,1,1,1,101,224639,AL
19,1,1,0,0,1,101,224639,AL
12,1,1,0,0,1,101,224639,AL
16,1,1,1,1,1,101,224639,AL
15,1,1,1,1,1,103,119883,AL
17,1,1,1,1,1,103,119883,AL
12,1,1,0,0,1,103,119883,AL
13,1,1,1,0,1,103,119883,AL
16,1,1,1,1,1,103,119883,AL
11,0,0,0,0,1,103,119883,AL
21,1,0,0,0,1,103,119883,AL
22,1,0,0,0,1,103,119883,AL
20,1,1,0,0,1,103,119883,AL
19,1,1,0,0,1,103,119883,AL
18,1,1,1,1,1,103,119883,AL
14,1,1,1,1,1,103,119883,AL
19,0,1,0,0,1,105,8687,AL
21,0,0,0,0,1,105,8687,AL
17,0,1,1,1,1,105,8687,AL
22,0,0,0,0,1,105,8687,AL
11,0,0,0,0,1,105,8687,AL
12,0,1,0,0,1,105,8687,AL
20,0,1,0,0,1,105,8687,AL
18,0,1,1,1,1,105,8687,AL
14,0,1,1,1,1,105,8687,AL
15,0,1,1,1,1,105,8687,AL
13,0,1,1,0,1,105,8687,AL
16,0,1,1,1,1,105,8687,AL
16,0,1,1,1,1,107,19793,AL
17,0,1,1,1,1,107,19793,AL
21,0,0,0,0,1,107,19793,AL
15,0,1,1,1,1,107,19793,AL
14,0,1,1,1,1,107,19793,AL
11,0,0,0,0,1,107,19793,AL
18,0,1,1,1,1,107,19793,AL
19,0,1,0,0,1,107,19793,AL
20,0,1,0,0,1,107,19793,AL
13,0,1,1,0,1,107,19793,AL
12,0,1,0,0,1,107,19793,AL
22,0,0,0,0,1,107,19793,AL
14,0,1,1,1,1,109,32966,AL
19,0,1,0,0,1,109,32966,AL
12,0,1,0,0,1,109,32966,AL
15,0,1,1,1,1,109,32966,AL
20,0,1,0,0,1,109,32966,AL
13,0,1,1,0,1,109,32966,AL
18,0,1,1,1,1,109,32966,AL
11,0,0,0,0,1,109,32966,AL
17,0,1,1,1,1,109,32966,AL
21,0,0,0,0,1,109,32966,AL
22,0,0,0,0,1,109,32966,AL
16,0,1,1,1,1,109,32966,AL
20,0,1,0,0,1,111,22920,AL
22,0,0,0,0,1,111,22920,AL
21,0,0,0,0,1,111,22920,AL
13,0,1,1,0,1,111,22920,AL
18,0,1,1,1,1,111,22920,AL
15,0,1,1,1,1,111,22920,AL
16,0,1,1,1,1,111,22920,AL
11,0,0,0,0,1,111,22920,AL
14,0,1,1,1,1,111,22920,AL
12,0,1,0,0,1,111,22920,AL
19,0,1,0,0,1,111,22920,AL
17,0,1,1,1,1,111,22920,AL
20,0,1,0,0,1,113,58237,AL
21,0,0,0,0,1,113,58237,AL
17,0,1,1,1,1,113,58237,AL
14,0,1,1,1,1,113,58237,AL
15,0,1,1,1,1,113,58237,AL
13,0,1,1,0,1,113,58237,AL
19,0,1,0,0,1,113,58237,AL
16,0,1,1,1,1,113,58237,AL
22,0,0,0,0,1,113,58237,AL
11,0,0,0,0,1,113,58237,AL
18,0,1,1,1,1,113,58237,AL
12,0,1,0,0,1,113,58237,AL
14,0,1,1,1,1,115,90739,AL
19,0,1,0,0,1,115,90739,AL
20,0,1,0,0,1,115,90739,AL
17,0,1,1,1,1,115,90739,AL
18,0,1,1,1,1,115,90739,AL
16,0,1,1,1,1,115,90739,AL
12,0,1,0,0,1,115,90739,AL
13,0,1,1,0,1,115,90739,AL
11,0,0,0,0,1,115,90739,AL
22,0,0,0,0,1,115,90739,AL
15,0,1,1,1,1,115,90739,AL
21,0,0,0,0,1,115,90739,AL
21,1,0,0,0,1,117,221428,AL
